"","year","plot","CTI","CPI","Site"
"1",2007,203,16.0269966586942,430.453705894554,"Carrizo"
"2",2007,205,17.2206980396726,384.287706612851,"Carrizo"
"3",2007,206,16.4940123474737,501.790683538066,"Carrizo"
"4",2007,207,17.6176125244618,270.279004752586,"Carrizo"
"5",2007,211,16.4477643632888,511.90198659522,"Carrizo"
"6",2007,214,18.2081649127023,236.529199017622,"Carrizo"
"7",2007,217,16.7621586806676,374.520580976688,"Carrizo"
"8",2007,303,16.794107640311,456.075143327871,"Carrizo"
"9",2007,305,16.8266755829085,441.617708832909,"Carrizo"
"10",2007,306,15.690117200876,605.849566461396,"Carrizo"
"11",2007,307,16.4952573432295,501.066776679491,"Carrizo"
"12",2007,309,16.0834621342481,567.557735522343,"Carrizo"
"13",2007,311,16.6068725386504,494.443126440917,"Carrizo"
"14",2007,312,16.6278244859804,497.412093083811,"Carrizo"
"15",2007,315,13.195713370443,625.771943363945,"Carrizo"
"16",2007,319,17.4325874684261,392.850302310037,"Carrizo"
"17",2007,403,15.2993685496324,493.803055306318,"Carrizo"
"18",2007,405,17.33933242907,397.196150270901,"Carrizo"
"19",2007,407,18.475,205,"Carrizo"
"20",2007,408,16.8953980278214,434.603929293573,"Carrizo"
"21",2007,409,17.5267143593146,375.224537584941,"Carrizo"
"22",2007,411,16.7529113419379,451.259202101829,"Carrizo"
"23",2007,416,16.392456558921,511.529698557377,"Carrizo"
"24",2007,417,17.0205865410492,358.084638362398,"Carrizo"
"25",2007,503,16.4312632619264,499.408989770274,"Carrizo"
"26",2007,506,13.762093845199,629.855586580462,"Carrizo"
"27",2007,509,18.3804417743283,215.940795374242,"Carrizo"
"28",2007,510,15.702995251393,504.477215278752,"Carrizo"
"29",2007,512,14.0700286195597,554.695890266133,"Carrizo"
"30",2007,518,16.8634940280692,427.007408985627,"Carrizo"
"31",2007,602,16.5634862849593,485.151170105018,"Carrizo"
"32",2007,603,16.747961248025,482.979201715852,"Carrizo"
"33",2007,604,16.9416425432676,427.776611920549,"Carrizo"
"34",2007,605,14.837934810424,501.279658771753,"Carrizo"
"35",2007,608,17.1985208698889,383.278504209312,"Carrizo"
"36",2007,609,16.9873590638224,421.828266629887,"Carrizo"
"37",2007,611,16.6299210592892,422.964706622865,"Carrizo"
"38",2007,613,16.8178054084877,456.65502942097,"Carrizo"
"39",2007,614,17.1223519296472,407.615628897622,"Carrizo"
"40",2007,615,16.1924566689815,538.64237278706,"Carrizo"
