"","year","plot","CTI","CPI","ColdTI","hotTI","Site"
"1",1999,1,15.7355378463889,579.431250751389,4.10153401674956,30.0577083218896,"Elkhorn"
"2",1999,2,15.1947310831216,640.788968922682,3.55650193367313,29.7239184266889,"Elkhorn"
"3",1999,3,14.9100031769212,689.526424232645,3.25801988604609,29.6488824326282,"Elkhorn"
"4",2000,1,16.0127639471393,556.670172271045,4.32020744372946,30.3821762794359,"Elkhorn"
"5",2000,2,14.9238703494595,667.494419091638,2.85071516533966,30.3642113396672,"Elkhorn"
"6",2000,3,14.1522758537645,754.685309381172,2.30374679334852,29.4724398868806,"Elkhorn"
"7",2001,1,15.0732870963958,672.043217533458,3.44774519353137,29.688685069448,"Elkhorn"
"8",2001,3,14.8289770834183,689.513808750396,3.08671333095568,29.737314875991,"Elkhorn"
"9",2002,1,15.2587627620018,644.781602004354,3.46540826990627,30.1329795828583,"Elkhorn"
"10",2002,2,15.1370515140691,644.232139322645,3.32553016312922,30.0048717938032,"Elkhorn"
"11",2002,3,15.6910776921725,623.47786635605,3.89340176152907,30.5022429514931,"Elkhorn"
"12",2003,1,15.6693209562481,600.96589495529,4.00929084913742,30.1518219910101,"Elkhorn"
"13",2003,2,15.4244019383186,608.272135885333,3.97732976889055,29.4852334532724,"Elkhorn"
"14",2003,3,16.0470489022932,557.360216046036,4.34701033889558,30.4523131859979,"Elkhorn"
"15",2004,1,15.9359013530728,563.845221124715,4.07770715263436,30.6532563432256,"Elkhorn"
"16",2004,2,15.7557244403128,587.151586494582,4.24851425660824,29.8973780166721,"Elkhorn"
"17",2004,3,16.2723434574119,527.617486570398,4.76728506946813,30.1882471729752,"Elkhorn"
"18",2005,1,15.5095736981972,623.119197509276,3.987950743829,29.8403699219993,"Elkhorn"
"19",2005,2,15.74218686481,587.653382194395,4.27428881944583,29.8141114454221,"Elkhorn"
"20",2005,3,16.227625872861,528.430878017518,4.78379934906369,30.0339845329989,"Elkhorn"
"21",2006,1,16.1206658871509,545.6099985628,4.27777852178822,30.7370906752044,"Elkhorn"
"22",2006,2,15.6960075984389,594.573712132766,4.0755193734284,30.0761376613719,"Elkhorn"
"23",2006,3,16.0470380747592,548.246263567314,4.32977012271942,30.4336116283738,"Elkhorn"
"24",2007,1,16.0428304930898,561.185171236703,4.08668951945287,30.9572169800971,"Elkhorn"
"25",2007,2,15.6879479416844,584.884796825317,3.7028942845219,30.7072769722681,"Elkhorn"
"26",2007,3,16.2886513278379,529.440280411587,4.32669390485729,31.0886464497369,"Elkhorn"
"27",2008,1,16.1457227495961,559.318314922243,4.33915491691863,30.7870619742048,"Elkhorn"
"28",2008,2,15.8532627502139,591.15440618543,4.32511467043735,30.0664907232881,"Elkhorn"
"29",2008,3,16.3089486060519,543.271541600911,4.69553554038272,30.5300203588704,"Elkhorn"
"30",2009,1,15.8781493492017,586.339508668385,4.40133241132168,30.0037633983879,"Elkhorn"
"31",2009,2,15.9523398633356,571.356881195402,4.50553388705725,29.9531116626147,"Elkhorn"
"32",2009,3,16.3223165987705,546.6942099266,5.0580032842819,29.918146485544,"Elkhorn"
"33",2010,1,15.8753858604492,586.927612761052,4.38550683837848,30.0013225234293,"Elkhorn"
"34",2010,2,15.8340514054979,590.849436580066,4.27650303209244,30.1022326820821,"Elkhorn"
"35",2010,3,16.3580968583199,538.209391189242,5.09070961420563,29.9131227509406,"Elkhorn"
"36",2011,1,15.7451453310233,614.211234231307,4.57440697603612,29.3861202025976,"Elkhorn"
"37",2011,2,15.7824503050811,610.734106555084,4.71518003440676,29.2163929589885,"Elkhorn"
"38",2011,3,16.2781635102318,560.18135836584,5.19193170005854,29.5553314913537,"Elkhorn"
"39",2012,1,16.0377441118577,573.86033025276,4.49736569975589,30.2533168207152,"Elkhorn"
"40",2012,2,15.6036718464789,612.025690590973,4.09454659820777,29.8685614596779,"Elkhorn"
"41",2012,3,16.2225320172851,565.011992403833,4.91848399633505,29.9554107510848,"Elkhorn"
"42",2013,1,16.0571998555097,574.039411416726,4.36235871081771,30.5430773695964,"Elkhorn"
"43",2013,2,16.0582985703943,563.339214476475,4.29761927002052,30.625767736788,"Elkhorn"
"44",2013,3,16.3155762912947,535.399793944918,4.59522992161877,30.7257336586079,"Elkhorn"
"45",2014,1,16.2402284656894,540.666505202731,4.34839157764882,30.9758596291708,"Elkhorn"
"46",2014,2,16.0827092574301,556.328818846963,4.5218174105111,30.277838559894,"Elkhorn"
"47",2014,3,16.2197637374086,541.568217464346,4.55185899513399,30.55135582692,"Elkhorn"
"48",2015,1,16.2401915062054,536.882719981136,4.54362771974105,30.611919286334,"Elkhorn"
"49",2015,2,15.8817497628613,589.199327177697,4.6123445469201,29.6601074213819,"Elkhorn"
"50",2015,3,16.6448910612349,523.164882986617,5.27208081234745,30.4273272307705,"Elkhorn"
