"","year","site","meanCTI","seCTI","meanCPI","seCPI"
"1",2007,"Carrizo",16.5240769470215,0.0929075246749445,463.498946656403,9.68105066285102
"2",2008,"Carrizo",16.6998990832483,0.0560393489212931,429.780165870175,4.85278560257802
"3",2009,"Carrizo",16.4595315125185,0.0621904811496645,449.80762877506,5.40434946290589
"4",2010,"Carrizo",16.4370406127566,0.0575996043244625,461.912221961,5.40279602822573
"5",2011,"Carrizo",16.9043727763778,0.0602745116487878,417.900587103409,6.35419181598744
"6",2012,"Carrizo",17.3204716011635,0.0870430947300503,386.139610813797,7.50803178287311
"7",2013,"Carrizo",17.0343939495458,0.0783930575207363,410.552966687228,6.8145917158958
"8",2014,"Carrizo",16.7639955248153,0.0519177316287009,432.835358050807,3.54856089274083
"9",2015,"Carrizo",17.034511554747,0.0499354913111584,410.799456069662,4.76185450662451
"10",2016,"Carrizo",17.3263477442114,0.0894337314807718,389.630035883568,8.52906724333281
"11",2017,"Carrizo",17.1953360035185,0.0496842950524186,389.417769195396,6.23142615079671
"12",2018,"Carrizo",17.2787624204326,0.0807609085904257,391.497785631456,9.04652853031612
"13",1983,"Jasper",15.70253244468,0.0424232320494394,624.562075769281,6.96102564071815
"14",1984,"Jasper",15.5954734172812,0.0411053042782539,642.298001572615,5.89090435002152
"15",1985,"Jasper",15.6882651597756,0.0560996319849456,617.76234664162,7.44244788801129
"16",1986,"Jasper",15.6906789160635,0.0683777275569251,623.869050330264,5.67791849083655
"17",1987,"Jasper",15.6563304239418,0.0477297907926564,647.579881970373,8.8710826878451
"18",1988,"Jasper",15.9963961880859,0.0377323793692288,616.848714494224,5.16749514458763
"19",1989,"Jasper",15.8204427279472,0.0685507210515912,641.273150487863,11.13433635642
"20",1990,"Jasper",15.8901055281438,0.0138818812317482,630.521093221657,4.8373782136218
"21",1991,"Jasper",15.5493984474313,0.181244843224901,651.297438666662,12.2977452721098
"22",1992,"Jasper",16.0133310931214,0.22912060117118,562.778691667905,33.4723618013387
"23",1993,"Jasper",16.1945906381156,0.245704762188365,523.542726439965,32.503123541868
"24",1994,"Jasper",15.9919671736108,0.151109089355835,556.820053480325,21.2805897006849
"25",1995,"Jasper",15.7727513505941,0.0767456244516665,596.581126234053,27.983686865655
"26",1996,"Jasper",15.4703366987546,0.0991391137182922,672.26782659244,39.0845434709829
"27",1997,"Jasper",15.5650894548953,0.0421622315015729,662.936125748071,19.4252411389852
"28",1998,"Jasper",15.5752273680886,0.0578642520614479,650.527729261913,1.96955363152073
"29",1999,"Jasper",15.3353739571838,0.0566847488773629,697.683153211556,6.8688693522268
"30",2000,"Jasper",15.6632568975921,0.0904960757723917,628.291305946221,13.493108608893
"31",2001,"Jasper",15.70805368572,0.113088780460774,632.573863081544,23.4581564100204
"32",2002,"Jasper",15.7683932389594,0.109070303553517,608.633217346336,16.8710091837829
"33",2003,"Jasper",15.7389854479797,0.104094297267285,639.159704923598,25.3575998999918
"34",2004,"Jasper",15.8080991199746,0.0742974075772834,620.867460819095,20.8294490970784
