"","year","site","meanCTI","seCTI","meanCPI","seCPI"
"35",2005,"Jasper",15.9321791383253,0.0696922485773762,590.923671018094,15.8251943802383
"36",2006,"Jasper",15.8283834841394,0.064792848619172,603.38095339446,12.2747254073196
"37",2007,"Jasper",15.7685709666424,0.0478720775162876,609.744347114808,14.9489282046849
"38",2008,"Jasper",15.7481051849952,0.0156964676715819,622.87610981338,7.02405544383729
"39",2009,"Jasper",15.8580881934171,0.096789391350481,604.185512754473,11.5368918765322
"40",2010,"Jasper",16.0794175908623,0.0835804078876395,578.554860272108,17.2716640977105
"41",2011,"Jasper",16.0852373604779,0.0773537632236065,556.146499128085,19.0635103792147
"42",2012,"Jasper",16.2427037926919,0.0728457018063274,529.298581445072,11.582821563855
"43",2013,"Jasper",16.2022279837533,0.102534295372148,526.787725737224,9.85363851689607
"44",2014,"Jasper",15.8365730919264,0.0199670762451926,582.442940410664,3.07405384078239
"45",2015,"Jasper",15.9125232150736,0.0451916835362069,575.250322169467,3.9527792934114
"46",2006,"McL Serp",15.8051984469002,0.0504460033559808,602.696520235045,5.75762775995658
"47",2007,"McL Serp",15.7736767085238,0.0626026120261311,601.667596872294,7.75901261256286
"48",2008,"McL Serp",15.7821749170881,0.0749368667696552,611.333063340346,10.2007497945333
"49",2009,"McL Serp",15.6898682579094,0.0782226374443543,613.544659754568,9.34437665750454
"50",2010,"McL Serp",15.7746170722895,0.0746375761210048,609.637782917193,10.2715162259298
"51",2011,"McL Serp",15.743582447047,0.0829879783276918,604.932777402697,8.74825193157726
"52",2012,"McL Serp",15.8266142126346,0.0728048666252195,597.450112225305,8.84312389302902
"53",2013,"McL Serp",15.8056602393774,0.0651216399430398,598.89857852711,7.82106841778044
"54",2014,"McL Serp",15.6989817434782,0.0763970474954236,614.894643498492,8.60777050846671
"55",2015,"McL Serp",15.7100373954586,0.0656414691193657,618.115122974501,8.88370845913311
"56",2016,"McL Serp",15.8093242316712,0.0710650248036349,598.562106156963,8.11044520965659
"57",2017,"McL Serp",15.7868013081462,0.0723869578942776,598.502972398766,7.63395424680758
"58",2018,"McL Serp",15.8137069718024,0.0726173391962782,598.650778158564,8.67434764757022
"59",2019,"McL Serp",15.6898443811942,0.0650322346870692,618.109710972182,8.13981082307102
"60",2002,"Angelo",14.3258746411585,0.159082974455025,645.294815515854,13.1124316089718
"61",2003,"Angelo",14.2874311850424,0.124545982249284,690.701296917353,11.7141045906043
"62",2004,"Angelo",14.230025969118,0.125927766834489,691.419046636555,14.6745516839819
"63",2005,"Angelo",14.5177676271507,0.0654477891216513,667.244316194352,14.9326952399384
"64",2006,"Angelo",14.565548210261,0.18744861834852,636.479273252983,26.5313447688965
"65",2007,"Angelo",14.4049299545903,0.0923954037182652,665.543458657487,12.8712436687214
"66",2008,"Angelo",14.3861223575971,0.099216990643562,656.070828133417,14.3134896992483
"67",2009,"Angelo",14.5961653594373,0.0836883723020572,631.353795398573,14.725245441195
"68",2010,"Angelo",14.6735581564281,0.0371658413948788,616.311360118426,8.32568370091626
"69",2011,"Angelo",14.714579483473,0.0351655673161573,621.374642870241,7.18470382891113
"70",2012,"Angelo",14.8245529843753,0.0536084517924343,590.551167567089,4.9053387099283
"71",2013,"Angelo",14.7019378959255,0.0660007524675671,604.093843764471,9.11385454725356
"72",2014,"Angelo",14.7374057327066,0.0490525918646076,617.303067307296,2.15582917531934
"73",2015,"Angelo",14.6644751346559,0.0508659903728275,629.144179288473,3.56183996117426
"74",1999,"Elkhorn",15.2800907021439,0.242102988445706,636.582214635572,31.851265763394
"75",2000,"Elkhorn",15.0296367167878,0.539673938516175,659.616633581285,57.2975952363214
"76",2001,"Elkhorn",14.9511320899071,0.122155006488721,680.778513141927,8.73529560846919
"77",2002,"Elkhorn",15.3622973227478,0.168102950060978,637.497202561016,7.01146247299279
"78",2003,"Elkhorn",15.7135905989533,0.181100489034525,588.866082295553,15.8934996694802
"79",2004,"Elkhorn",15.9879897502658,0.151392099142953,559.538098063232,17.3204190215456
"80",2005,"Elkhorn",15.8264621452894,0.211523421524063,579.734485907063,27.6194445445624
"81",2006,"Elkhorn",15.9545705201163,0.131016986225932,562.80999142096,15.9000832113832
"82",2007,"Elkhorn",16.0064765875374,0.17435819870862,558.503416157869,16.0615219060466
"83",2008,"Elkhorn",16.102644701954,0.133296897243452,564.581420902861,14.0708610685021
"84",2009,"Elkhorn",16.050935270436,0.137370456701743,568.130199930129,11.5577684130935
"85",2010,"Elkhorn",16.0225113747556,0.168216474496218,571.995480176787,16.930938468994
"86",2011,"Elkhorn",15.9352530487787,0.171793096196949,595.042233050743,17.4593150120179
"87",2012,"Elkhorn",15.9546493252073,0.183417134267703,583.632671082522,14.4244692366553
"88",2013,"Elkhorn",16.1436915723996,0.0859429447091393,557.592806612706,11.518404288999
"89",2014,"Elkhorn",16.1809004868427,0.0494497705625625,546.187847171347,5.07716295926944
"90",2015,"Elkhorn",16.2556107767672,0.220434779280499,549.74897671515,20.1187505962752
"91",2016,"Elkhorn",16.3088296080639,0.0944830036691528,543.786584559982,12.2952523349539
"92",2017,"Elkhorn",16.1477507952788,0.173419396207649,563.828604941665,16.1945166794313
"93",2018,"Elkhorn",16.1175310396044,0.103554898889358,561.78221713195,9.57847251086636
"94",1999,"Swanton",16.0087138273974,0.177970765883426,565.500074680002,30.9528847420267
"95",2000,"Swanton",16.1804841460688,0.0492523088643883,529.167861098585,3.86995521678528
"96",2001,"Swanton",16.1666310711293,0.110145094574867,531.943142010544,11.4830424656635
"97",2002,"Swanton",16.0616947150247,0.0980039324000161,538.39502624701,9.51517541210574
"98",2003,"Swanton",15.1082636912859,0.556693467925015,601.625923944383,31.8156186339602
"99",2004,"Swanton",15.9356446348826,0.197814565277667,542.367134805722,21.9523417987238
"100",2005,"Swanton",15.9976888701594,0.031255189589515,540.258990592834,10.1055450146023
"101",2006,"Swanton",15.8670029733789,0.269938332170543,571.113971217881,29.6356319602594
"102",2007,"Swanton",15.9831764943538,0.139548805187533,558.476232903155,16.5986770959715
"103",2008,"Swanton",16.2295865685506,0.0795023478460485,531.253999911014,10.7800699874528
"104",2009,"Swanton",16.1777203124974,0.0682443197014929,534.171427545793,6.23247791964103
"105",2010,"Swanton",15.996918082126,0.27965856789403,552.861446190808,30.6397215511749
"106",2011,"Swanton",15.795478668462,0.0903668378606279,580.031113498645,11.0956832181334
"107",2012,"Swanton",15.609462750936,0.135993718150909,603.207752298233,11.0795975579842
"108",2006,"McL Ann",15.6872866070765,0.052031064023621,621.014126372621,5.73097621932
"109",2007,"McL Ann",15.6861809494769,0.0707189376998136,612.916487490137,8.12096351905487
"110",2008,"McL Ann",15.7960892603346,0.0809367210051143,597.996948722487,8.9558708871576
"111",2009,"McL Ann",15.8982303392683,0.0547275596538099,593.261913245308,7.15105640240273
"112",2010,"McL Ann",15.8923285221788,0.0609289953195069,598.912110713279,7.03248229107756
"113",2011,"McL Ann",15.8756639386994,0.0518284430826968,599.285284225455,6.0911167282676
"114",2012,"McL Ann",15.9091027765724,0.0721280812516682,589.122597265721,8.74105603466642
"115",2013,"McL Ann",15.9438028728746,0.0781251643339054,581.748821269293,7.74022029684014
"116",2014,"McL Ann",16.1550550906847,0.0595198169155575,555.208060494449,5.8705889873241
"117",2015,"McL Ann",16.1888245543669,0.0523524043220282,548.930590131396,5.58640866989154
"118",2016,"McL Ann",16.1191089725634,0.0484967526879963,563.560980737504,5.47600992357799
"119",2017,"McL Ann",16.0092716808001,0.0706052080164321,578.695186995846,8.18390207732615
"120",2018,"McL Ann",16.1161456922006,0.0555401736571344,565.365037571202,6.10804958390731
"121",2019,"McL Ann",15.9328571935011,0.0627430171143203,587.301508589491,5.72562565820218
"122",1999,"UCSC",15.8988571376431,0.0942755851542126,575.822492530923,12.0602134139658
"123",2000,"UCSC",15.8727057506747,0.128718389917093,581.237922743174,17.9046478330593
"124",2001,"UCSC",16.2147362863872,0.153094771688142,565.12075497381,20.9662225838007
"125",2002,"UCSC",15.3622973227478,0.168102950060978,637.497202561016,7.01146247299279
"126",2003,"UCSC",16.2922639237461,0.0466717998358019,564.147282232712,2.4771903672759
"127",2004,"UCSC",16.1849221631234,0.1757447865081,568.829926641521,21.8419431625378
"128",2005,"UCSC",16.3655510888418,0.131024135620954,551.113597938043,10.8932395887178
"129",2006,"UCSC",16.2069304541114,0.275768026622484,573.081691415976,22.3552154352067
"130",2007,"UCSC",16.3418472926469,0.0133072321522531,554.962312902368,1.59137812971056
"131",2008,"UCSC",16.6068129059065,0.0210781720702045,529.871281451069,1.98758880092178
"132",2009,"UCSC",16.050935270436,0.137370456701743,568.130199930129,11.5577684130935
"133",2010,"UCSC",16.7640652088984,0.0381316240272421,517.743082796766,3.46244199663665
"134",2011,"UCSC",16.58442739791,0.124603003247324,534.72385693061,12.0294958230165
"135",2012,"UCSC",16.6076578803268,0.0566492425707691,529.873847227933,8.05148884268461
