"","site","wateryear","total_precip","mean_minT","mean_maxT","mean_meanT","mean_vpdmax","mean_vpdmin","mean_vpdmean","win_precip","win_minT","win_maxT","win_meanT","win_vpdmax","win_vpdmin","win_vpdmean"
"20","Angelo",1969,2357.374,5.72685185185185,19.287037037037,12.5046296296296,16.2441666666667,1.3775,8.81083333333333,1760.22,1.5,9.14814814814815,5.33333333333333,4.69333333333333,0.61,2.65166666666667
"21","Angelo",1970,2257.044,5.53240740740741,20.7361111111111,13.1342592592593,17.9991666666667,1.48,9.73958333333333,1800.606,3.88888888888889,13.6296296296296,8.75925925925926,7.63,0.85,4.24
"22","Angelo",1971,2455.672,5.46759259259259,19.2638888888889,12.375,15.8225,1.1475,8.485,1013.968,1.96296296296296,12.1111111111111,7.03703703703704,6.92333333333333,0.583333333333333,3.75333333333333
"23","Angelo",1972,1819.91,5.0462962962963,19.7685185185185,12.412037037037,16.6925,0.96,8.82625,1007.618,0.962962962962963,11.2037037037037,6.05555555555556,6.39333333333333,0.443333333333333,3.41833333333333
"24","Angelo",1973,2108.708,5.42592592592593,19.587962962963,12.5138888888889,16.9633333333333,1.48,9.22166666666667,1328.928,1.40740740740741,10.537037037037,5.98148148148148,5.84666666666667,0.696666666666667,3.27166666666667
"25","Angelo",1974,3210.306,5.77777777777778,19.6157407407407,12.6944444444444,16.6783333333333,1.49583333333333,9.08708333333333,1304.544,2.2962962962963,11.962962962963,7.11111111111111,7.07,1.06333333333333,4.06666666666667
"26","Angelo",1975,2250.44,4.99537037037037,19.7314814814815,12.3564814814815,17.0766666666667,1.32333333333333,9.2,1153.414,1.46296296296296,12.0555555555556,6.74074074074074,6.97,0.59,3.78
"27","Angelo",1976,1477.01,4.86111111111111,19.3564814814815,12.1018518518519,15.8516666666667,1.13833333333333,8.495,668.782,1.18518518518519,13.2222222222222,7.2037037037037,8.16333333333333,0.726666666666667,4.445
"28","Angelo",1977,827.786,5.06018518518519,20.1759259259259,12.6203703703704,17.255,1.42,9.3375,282.956,0.0370370370370369,13.8518518518519,6.94444444444445,9.47333333333333,0.65,5.06166666666667
"29","Angelo",1978,2496.566,6.39351851851852,19.6712962962963,13.0231481481481,15.7908333333333,1.4575,8.62416666666667,1456.944,4.48148148148148,12.8333333333333,8.66666666666667,6.51666666666667,0.876666666666667,3.69666666666667
"30","Angelo",1979,1407.668,5.125,20.125,12.6203703703704,17.8066666666667,1.52166666666667,9.66416666666667,852.17,0.722222222222223,11.4074074074074,6.03703703703704,7.14333333333333,0.81,3.97666666666667
"31","Angelo",1980,2268.728,5.7962962962963,19.7777777777778,12.7777777777778,16.0675,1.355,8.71125,1123.188,3.24074074074074,13.7962962962963,8.5,8.34333333333333,1.15,4.74666666666667
"32","Angelo",1981,1661.922,5.65277777777778,21.0555555555556,13.3518518518519,18.3758333333333,1.58333333333333,9.97958333333333,1046.734,3.01851851851852,14.6851851851852,8.85185185185185,9.18,1.01333333333333,5.09666666666667
"33","Angelo",1982,2796.286,5.72222222222222,19.3611111111111,12.5416666666667,15.105,1.56083333333333,8.33291666666667,1247.902,2.42592592592593,12.6111111111111,7.53703703703704,6.98,0.83,3.905
"34","Angelo",1983,3764.026,6.23148148148148,18.7407407407407,12.4861111111111,14.58,1.75666666666667,8.16833333333333,1848.866,3.25925925925926,12.1296296296296,7.68518518518518,7.00666666666667,1.39333333333333,4.2
"35","Angelo",1984,2200.148,6.12962962962963,19.8425925925926,12.9861111111111,15.7633333333333,1.7275,8.74541666666667,1088.898,3.18518518518518,12.7592592592593,7.98148148148148,7.13,1.17333333333333,4.15166666666667
"36","Angelo",1985,1582.674,5.08333333333333,19.212962962963,12.1481481481481,15.7966666666667,1.91333333333333,8.855,397.256,0.629629629629629,12.9259259259259,6.77777777777778,9.42,1.35333333333333,5.38666666666667
"37","Angelo",1986,2596.896,5.90740740740741,19.5972222222222,12.7407407407407,14.9191666666667,1.23166666666667,8.07541666666667,1601.978,3.2962962962963,13.6296296296296,8.46296296296296,7.75666666666667,1.03,4.39333333333333
"38","Angelo",1987,1470.914,5.21759259259259,20.2916666666667,12.75,16.4866666666667,1.0425,8.76458333333333,841.248,1.38888888888889,12.962962962963,7.16666666666667,7.02666666666667,0.353333333333333,3.69
"39","Angelo",1988,1687.068,5.45833333333333,20.1851851851852,12.8287037037037,17.075,1.2575,9.16625,1147.318,1.38888888888889,13.037037037037,7.20370370370371,8.07,0.736666666666667,4.40333333333333
"40","Angelo",1989,1804.67,5.15740740740741,18.9675925925926,12.0648148148148,14.4575,0.900833333333333,7.67916666666667,426.466,-0.12962962962963,11.7592592592593,5.81481481481481,7.72,0.6,4.16
"41","Angelo",1990,1436.116,5.28240740740741,19.5972222222222,12.4351851851852,15.7041666666667,1.57333333333333,8.63875,645.922,0.203703703703704,12.7037037037037,6.44444444444444,7.92333333333333,0.663333333333333,4.29333333333333
"42","Angelo",1991,1028.446,4.58333333333333,19.375,11.9814814814815,15.0333333333333,1.08666666666667,8.06,362.204,-0.0185185185185188,13.4444444444444,6.7037037037037,8.33666666666667,0.613333333333333,4.475
"43","Angelo",1992,1355.852,5.93981481481481,20.8240740740741,13.3842592592593,15.765,1.005,8.385,708.406,1.83333333333333,13.1481481481481,7.48148148148148,7.45,0.616666666666667,4.03333333333333
"44","Angelo",1993,2500.122,5.78240740740741,18.8842592592593,12.337962962963,13.2558333333333,1.1825,7.21916666666667,1437.894,1.38888888888889,10.6481481481481,6.01851851851852,5.11333333333333,0.476666666666667,2.795
"45","Angelo",1994,1266.952,4.97222222222222,19.9212962962963,12.4490740740741,14.8825,1.31333333333333,8.09791666666667,913.13,1.11111111111111,12.2592592592593,6.68518518518519,6.22666666666667,0.43,3.32833333333333
"46","Angelo",1995,2975.356,5.87962962962963,18.3055555555556,12.0925925925926,13.1566666666667,1.18166666666667,7.16916666666667,1551.432,4.07407407407407,11.9444444444444,8,5.44666666666667,0.643333333333333,3.045
"47","Angelo",1996,2324.1,6.31018518518519,20.8055555555556,13.5648148148148,16.5375,1.2875,8.9125,1668.526,4.24074074074074,12.8148148148148,8.53703703703704,5.22333333333333,0.253333333333333,2.73833333333333
"48","Angelo",1997,2693.924,6.00925925925926,19.712962962963,12.8564814814815,14.3216666666667,0.683333333333333,7.5025,1892.046,2.77777777777778,12.3518518518519,7.55555555555556,6.19666666666667,0.526666666666667,3.36166666666667
"49","Angelo",1998,3044.698,5.98611111111111,18.4583333333333,12.2175925925926,12.3708333333333,0.723333333333333,6.54708333333333,1883.918,2.57407407407407,10.7037037037037,6.64814814814815,3.58,0.11,1.845
"50","Angelo",1999,2381.758,4.78240740740741,18.1203703703704,11.4537037037037,13.3708333333333,1.23416666666667,7.3025,1292.606,0.75925925925926,10.8148148148148,5.77777777777778,5.61,0.466666666666667,3.03833333333333
"51","Angelo",2000,1973.58,6.03703703703704,19.6481481481481,12.837962962963,14.3083333333333,1.17,7.73916666666667,1291.844,2.57407407407408,12.0925925925926,7.33333333333333,5.21,0.446666666666667,2.82833333333333
"52","Angelo",2001,1181.862,5.18518518518519,19.6203703703704,12.4027777777778,15.1666666666667,0.998333333333333,8.0825,630.174,1.07407407407407,12.3703703703704,6.72222222222222,7.43666666666667,0.553333333333333,3.995
"53","Angelo",2002,2033.016,5.73611111111111,19.9212962962963,12.8333333333333,15.9691666666667,1.59833333333333,8.78375,1260.094,2.14814814814815,12.0555555555556,7.09259259259259,5.30666666666667,0.35,2.82833333333333
"54","Angelo",2003,2582.672,6.05555555555555,20.2314814814815,13.1435185185185,16.0966666666667,1.40833333333333,8.7525,1726.692,3.2962962962963,13.5555555555556,8.42592592592593,6.39333333333333,0.326666666666667,3.36
"55","Angelo",2004,1980.184,6.10185185185185,20.1898148148148,13.1527777777778,16.3641666666667,1.3225,8.84333333333333,1549.146,2.61111111111111,11.1111111111111,6.87037037037037,4.60333333333333,0.316666666666667,2.46
"56","Angelo",2005,1855.978,5.82407407407407,19.7685185185185,12.7962962962963,15.2141666666667,1.2075,8.21083333333333,813.054,2.53703703703704,13.5,8.01851851851852,7.24333333333333,0.443333333333333,3.84333333333333
"57","Angelo",2006,2995.93,5.93055555555556,19.8425925925926,12.8888888888889,16.465,1.38833333333333,8.92666666666667,1734.566,2.37037037037037,13.2407407407407,7.7962962962963,7.03666666666667,0.383333333333333,3.71
"58","Angelo",2007,1515.618,5.12037037037037,19.6574074074074,12.3796296296296,15.9533333333333,1.03916666666667,8.49625,987.806,1.03703703703704,12.8333333333333,6.94444444444444,7.76333333333333,0.483333333333333,4.12333333333333
"59","Angelo",2008,1612.138,5.08333333333333,19.6203703703704,12.3425925925926,17.0075,1.57083333333333,9.28916666666667,1262.634,0.925925925925926,10.9444444444444,5.92592592592593,6.39333333333333,0.386666666666667,3.39
"60","Angelo",2009,1533.906,5.88425925925926,20.0046296296296,12.9351851851852,17.0916666666667,1.6825,9.38708333333333,815.848,1.44444444444445,12.6111111111111,7.01851851851852,8.14333333333333,0.8,4.47166666666667
"61","Angelo",2010,2361.692,5.54166666666667,18.0601851851852,11.8055555555556,13.1866666666667,0.8875,7.03708333333333,1306.83,2.87037037037037,11.1851851851852,7.03703703703704,4.69333333333333,0.236666666666667,2.465
"62","Angelo",2011,2341.88,5.56018518518519,18.1018518518519,11.8287037037037,13.4425,1.06666666666667,7.25458333333333,992.632,1.94444444444444,12,6.96296296296296,6.67666666666667,0.45,3.56333333333333
"63","Angelo",2012,1785.366,5.21296296296296,19.3611111111111,12.2916666666667,15.8608333333333,1.355,8.60791666666667,566.42,1.07407407407407,13.5555555555556,7.31481481481481,9.03,0.84,4.935
"64","Angelo",2013,1711.452,5.52777777777778,19.4166666666667,12.4722222222222,15.4916666666667,1.26083333333333,8.37625,766.318,-0.0740740740740731,11.3333333333333,5.62962962962963,7.02,0.48,3.75
"65","Angelo",2014,1041.908,6.53240740740741,21.1712962962963,13.8518518518519,18.2166666666667,1.9225,10.0695833333333,443.738,2,14.7222222222222,8.37037037037037,10.21,1.36333333333333,5.78666666666667
"66","Angelo",2015,1468.12,7.49074074074074,21.1944444444444,14.3425925925926,17.3341666666667,1.64916666666667,9.49166666666667,849.122,4.61111111111111,14.9444444444444,9.77777777777778,7.94666666666667,0.68,4.31333333333333
"67","Angelo",2016,2291.08,6.90740740740741,19.8796296296296,13.3981481481481,16.1858333333333,1.4075,8.79666666666667,1441.196,3.2962962962963,11.6666666666667,7.48148148148148,5.35333333333333,0.31,2.83166666666667
"68","Angelo",2017,3239.516,6.63425925925926,19.0277777777778,12.8333333333333,14.6308333333333,1.27166666666667,7.95125,1907.54,1.61111111111111,10.3703703703704,6,4.18666666666667,0.18,2.18333333333333
"69","Angelo",2018,1474.724,6.11111111111111,19.8009259259259,12.962962962963,16.2441666666667,1.61083333333333,8.9275,354.076,1.98148148148148,13.3703703703704,7.7037037037037,8.01333333333333,0.873333333333333,4.44333333333333
"70","Angelo",2019,2277.364,6.50462962962963,19.087962962963,12.7916666666667,14.525,1.22416666666667,7.87458333333333,1284.732,2.16666666666667,10.6111111111111,6.37037037037037,4.86,0.343333333333333,2.60166666666667
"71","Carrizo",1950,110.49,7.74691358024691,24.7962962962963,16.283950617284,27.4022222222222,3.28444444444444,15.3433333333333,59.436,1.27777777777778,13.8888888888889,7.58333333333333,9.675,0.83,5.2525
"72","Carrizo",1951,119.888,7.6712962962963,24.3888888888889,16.0324074074074,25.8891666666667,3.07916666666667,14.4841666666667,60.706,3.07407407407407,15.7407407407407,9.42592592592593,11.15,1.32333333333333,6.23666666666667
"73","Carrizo",1952,250.19,6.64814814814815,22.5740740740741,14.6111111111111,23.0175,2.62666666666667,12.8220833333333,146.558,0.814814814814815,13.037037037037,6.92592592592593,9.08333333333333,0.64,4.86166666666667
"74","Carrizo",1953,163.576,6.53703703703704,22.9861111111111,14.7731481481481,23.3633333333333,2.84833333333333,13.1058333333333,87.63,1.74074074074074,15.0555555555556,8.40740740740741,10.2966666666667,0.826666666666667,5.56166666666667
"75","Carrizo",1954,149.098,6.71759259259259,23.3287037037037,15.0185185185185,23.6066666666667,2.78583333333333,13.19625,87.376,1.11111111111111,14.3703703703704,7.72222222222222,9.95333333333333,1.14333333333333,5.54833333333333
"76","Carrizo",1955,163.576,5.39814814814815,22.625,14.0092592592593,23.3783333333333,2.56666666666667,12.9725,121.666,-0.592592592592593,12.7777777777778,6.09259259259259,8.79333333333333,0.756666666666667,4.775
"77","Carrizo",1956,152.908,7.12962962962963,23.1296296296296,15.125,22.8983333333333,2.9175,12.9079166666667,100.584,2.40740740740741,13.9259259259259,8.16666666666667,8.47,0.926666666666667,4.69833333333333
"78","Carrizo",1957,160.274,7.12037037037037,22.9907407407407,15.0509259259259,23.1358333333333,2.86833333333333,13.0020833333333,77.978,1.85185185185185,14.4074074074074,8.11111111111111,9.61,1.09666666666667,5.35333333333333
"79","Carrizo",1958,374.65,8.09722222222222,22.4490740740741,15.2731481481481,21.1366666666667,2.72083333333333,11.92875,132.08,3.11111111111111,14.9074074074074,9,9.21666666666667,0.946666666666667,5.08166666666667
"80","Carrizo",1959,99.06,7.82407407407407,24.6944444444444,16.2546296296296,26.0058333333333,3.28,14.6429166666667,77.216,2.03703703703704,16.2777777777778,9.14814814814815,12.1633333333333,1.31333333333333,6.73833333333333
"81","Carrizo",1960,112.268,7.44444444444444,24.4675925925926,15.9537037037037,26.8183333333333,3.54166666666667,15.18,84.328,1.46296296296296,14.3703703703704,7.90740740740741,10.43,1.18,5.805
"82","Carrizo",1961,129.54,7.42592592592593,23.0694444444444,15.25,23.75,3.37583333333333,13.5629166666667,23.876,1.64814814814815,14.1296296296296,7.88888888888889,10,1.60333333333333,5.80166666666667
"83","Carrizo",1962,288.798,6.60185185185185,22.4259259259259,14.5138888888889,23.4233333333333,3.30166666666667,13.3625,232.41,0.851851851851852,12.6851851851852,6.77777777777778,8.22666666666667,0.7,4.46333333333333
"84","Carrizo",1963,155.702,7.18518518518519,22.9212962962963,15.0416666666667,22.55,2.91833333333333,12.7341666666667,53.594,2.2037037037037,16.1851851851852,9.18518518518519,11.8866666666667,1.51,6.69833333333333
"85","Carrizo",1964,124.968,6.37037037037037,22.0185185185185,14.1990740740741,22.2008333333333,3.22333333333333,12.7120833333333,24.13,-0.444444444444445,13.3703703703704,6.48148148148148,10.4933333333333,1.46,5.97666666666667
"86","Carrizo",1965,203.962,6.9212962962963,22.2222222222222,14.5694444444444,21.4591666666667,2.86,12.1595833333333,49.784,1.83333333333333,14.7407407407407,8.27777777777778,10.26,1.26333333333333,5.76166666666667
"87","Carrizo",1966,173.482,6.88425925925926,22.8888888888889,14.8888888888889,23.4383333333333,3.225,13.3316666666667,100.33,-0.148148148148148,11.9259259259259,5.90740740740741,7.95333333333333,0.896666666666667,4.425
"88","Carrizo",1967,188.722,7.50925925925926,22.4351851851852,14.962962962963,22.365,3.15833333333333,12.7616666666667,69.342,1.12962962962963,13.7037037037037,7.40740740740741,9.44333333333333,1.3,5.37166666666667
"89","Carrizo",1968,130.556,7.23611111111111,23.2824074074074,15.2546296296296,23.4225,3.215,13.31875,42.164,1.42592592592593,14.1481481481481,7.77777777777778,9.25,0.99,5.12
"90","Carrizo",1969,321.31,7.6712962962963,22.5787037037037,15.125,22.0216666666667,2.815,12.4183333333333,209.296,2,12.8703703703704,7.44444444444444,8.06333333333333,1.13,4.59666666666667
"91","Carrizo",1970,103.124,6.89814814814815,23.6944444444444,15.2962962962963,24.4483333333333,3.34,13.8941666666667,61.976,2.31481481481481,15.8333333333333,9.09259259259259,11.4333333333333,1.59666666666667,6.515
"92","Carrizo",1971,158.242,6.55555555555556,22.5,14.5324074074074,22.4516666666667,2.96083333333333,12.70625,54.864,0.777777777777778,12.9074074074074,6.83333333333333,8.27,0.876666666666667,4.57333333333333
"93","Carrizo",1972,80.518,6.62037037037037,23.3935185185185,15.0046296296296,24.475,3.11833333333333,13.7966666666667,67.31,0.203703703703704,13.6481481481481,6.92592592592593,9.98666666666667,1.1,5.54333333333333
"94","Carrizo",1973,233.426,7.26388888888889,22.1944444444444,14.7314814814815,22.39,2.86916666666667,12.6295833333333,125.476,1.12962962962963,12.7222222222222,6.94444444444444,8.04,0.73,4.385
"95","Carrizo",1974,183.134,6.99074074074074,23.2407407407407,15.1203703703704,23.6758333333333,3.215,13.4454166666667,86.868,1.33333333333333,14.4814814814815,7.90740740740741,10.04,0.95,5.495
"96","Carrizo",1975,136.906,6.50925925925926,22.4768518518519,14.5,22.5491666666667,2.9875,12.7683333333333,69.596,0.648148148148148,14.1851851851852,7.42592592592593,10.2766666666667,1.2,5.73833333333333
"97","Carrizo",1976,213.106,6.33333333333333,22.4814814814815,14.4027777777778,21.9116666666667,2.84083333333333,12.37625,67.31,0.425925925925926,15.6481481481481,8.03703703703704,11.8633333333333,1.27333333333333,6.56833333333333
"98","Carrizo",1977,170.434,6.7037037037037,23.1342592592593,14.9212962962963,23.3641666666667,3.24166666666667,13.3029166666667,52.832,0.611111111111111,16.037037037037,8.31481481481481,12.41,1.35,6.88
"99","Carrizo",1978,448.31,7.65740740740741,22.8611111111111,15.2638888888889,21.9108333333333,2.86416666666667,12.3875,268.732,3.92592592592593,15.3333333333333,9.62962962962963,9.22,0.916666666666667,5.06833333333333
"100","Carrizo",1979,255.524,7.05092592592593,22.8009259259259,14.9259259259259,23.2375,2.9875,13.1125,169.672,0.444444444444444,12.5555555555556,6.48148148148148,8.35,0.926666666666667,4.63833333333333
"101","Carrizo",1980,262.636,7.68518518518519,23.0694444444444,15.3842592592593,22.45,3.0925,12.77125,156.718,3.74074074074074,16.4074074074074,10.0740740740741,11.09,1.28333333333333,6.18666666666667
"102","Carrizo",1981,169.164,8.03240740740741,24.8055555555556,16.4212962962963,26.3025,3.675,14.98875,80.01,3.16666666666667,16.7037037037037,9.92592592592593,11.8433333333333,1.35666666666667,6.6
"103","Carrizo",1982,293.624,7.39814814814815,22.0833333333333,14.7407407407407,20.2275,2.52666666666667,11.3770833333333,72.898,2.2962962962963,14.3333333333333,8.31481481481481,8.91333333333333,1.08666666666667,5
"104","Carrizo",1983,384.302,7.51388888888889,22,14.7546296296296,20.6925,2.40833333333333,11.5504166666667,173.228,2.37037037037037,14,8.18518518518519,8.39666666666667,0.963333333333333,4.68
"105","Carrizo",1984,165.608,8.0787037037037,23.8981481481481,15.9953703703704,22.9183333333333,2.91333333333333,12.9158333333333,53.848,2.09259259259259,15.5925925925926,8.85185185185185,10.2333333333333,1.09,5.66166666666667
"106","Carrizo",1985,196.85,6.65740740740741,22.3981481481481,14.537037037037,21.5791666666667,2.39083333333333,11.985,110.236,0.277777777777778,13.2037037037037,6.75925925925926,8.20666666666667,0.686666666666667,4.44666666666667
"107","Carrizo",1986,216.408,7.77777777777778,23.0185185185185,15.4074074074074,22.2275,3.005,12.61625,92.202,3.42592592592593,15.2222222222222,9.31481481481482,9.04,1.06,5.05
"108","Carrizo",1987,114.046,7.01851851851852,23.4537037037037,15.2268518518519,23.5425,2.6525,13.0975,73.406,0.944444444444445,13.7592592592593,7.35185185185185,8.92666666666667,0.916666666666667,4.92166666666667
"109","Carrizo",1988,244.348,7.56018518518519,23.5138888888889,15.537037037037,23.6183333333333,3.1125,13.3654166666667,98.552,1.25925925925926,14.6481481481481,7.96296296296296,10.0366666666667,1.12333333333333,5.58
"110","Carrizo",1989,127.762,7.46296296296296,23.1527777777778,15.3101851851852,22.4366666666667,2.775,12.6058333333333,82.55,0.759259259259258,13.2407407407407,7,9.22333333333333,1.1,5.16166666666667
"111","Carrizo",1990,98.552,7.31018518518519,23.1064814814815,15.2037037037037,22.8166666666667,3.13916666666667,12.9779166666667,42.672,0.518518518518518,14.5740740740741,7.53703703703704,11.6266666666667,1.69333333333333,6.66
"112","Carrizo",1991,207.772,7.0787037037037,22.4305555555556,14.7638888888889,20.98,2.9975,11.98875,32.766,0.851851851851852,15.7222222222222,8.27777777777778,12.68,1.52333333333333,7.10166666666667
"113","Carrizo",1992,237.998,9.14814814814815,23.587962962963,16.3611111111111,21.7525,3.4025,12.5775,168.402,3.2037037037037,14.6296296296296,8.92592592592593,10.33,1.77666666666667,6.05333333333333
"114","Carrizo",1993,263.906,8.28703703703704,22.7268518518519,15.5046296296296,21.2641666666667,3.41416666666667,12.3391666666667,201.422,3.18518518518519,13.037037037037,8.11111111111111,8.4,1.64,5.02
"115","Carrizo",1994,193.04,8.3287037037037,23.7083333333333,16.0185185185185,24.0066666666667,4.6125,14.3095833333333,101.6,1.94444444444445,14.6851851851852,8.31481481481481,11.1966666666667,2.17,6.68333333333333
"116","Carrizo",1995,374.396,8.25462962962963,21.9490740740741,15.0972222222222,20.6991666666667,3.26666666666667,11.9829166666667,212.598,4.72222222222222,14.2962962962963,9.5,9.62333333333333,2.13333333333333,5.87833333333333
"117","Carrizo",1996,193.802,9.09722222222222,24.5,16.8009259259259,23.2291666666667,3.2525,13.2408333333333,172.466,4.38888888888889,15.5925925925926,10,9.58666666666667,0.87,5.22833333333333
"118","Carrizo",1997,184.912,8.5462962962963,23.3611111111111,15.9537037037037,21.2675,2.72916666666667,11.9983333333333,111.506,3.42592592592593,14.537037037037,8.98148148148148,7.88666666666667,0.62,4.25333333333333
"119","Carrizo",1998,537.21,8.10648148148148,21.5,14.7962962962963,18.5108333333333,2.30083333333333,10.4058333333333,342.646,3.2037037037037,13.2962962962963,8.24074074074074,7.38,0.616666666666667,3.99833333333333
"120","Carrizo",1999,182.372,6.88888888888889,21.9675925925926,14.4259259259259,21.1125,3.06,12.08625,89.154,1.22222222222222,14.4259259259259,7.81481481481482,11.76,1.32,6.54
"121","Carrizo",2000,169.672,8.63425925925926,24.0740740740741,16.3518518518519,24.3675,3.79333333333333,14.0804166666667,100.584,3.33333333333333,15.7037037037037,9.51851851851852,10.9733333333333,1.37333333333333,6.17333333333333
"122","Carrizo",2001,265.176,8.40740740740741,23.1805555555556,15.8009259259259,23.6375,3.9925,13.815,171.196,2.24074074074074,14.537037037037,8.38888888888889,11.1066666666667,1.57333333333333,6.34
"123","Carrizo",2002,101.346,8.6712962962963,23.8240740740741,16.2453703703704,24.2116666666667,4.05833333333333,14.135,39.116,2.27777777777778,15,8.64814814814815,10.8566666666667,1.20666666666667,6.03166666666667
"124","Carrizo",2003,212.09,8.78240740740741,23.4722222222222,16.1203703703704,23.2608333333333,3.83,13.5454166666667,113.538,3.62962962962963,15.537037037037,9.57407407407407,10.08,0.973333333333333,5.52666666666667
"125","Carrizo",2004,128.016,8.80092592592593,24.037037037037,16.4074074074074,25.3475,4.12916666666667,14.7383333333333,106.934,2.74074074074074,14.3703703703704,8.53703703703704,10.2233333333333,1.18666666666667,5.705
"126","Carrizo",2005,303.022,8.19907407407407,22.4722222222222,15.3240740740741,22.2408333333333,3.68583333333333,12.9633333333333,187.96,3.5,14.6296296296296,9.05555555555556,9.8,1.48,5.64
"127","Carrizo",2006,255.524,8.63425925925926,23.6018518518519,16.1157407407407,24.13,3.74166666666667,13.9358333333333,94.742,3.37037037037037,16.1481481481481,9.75925925925926,12.0933333333333,1.59333333333333,6.84333333333333
"128","Carrizo",2007,93.472,8.03240740740741,23.7037037037037,15.875,24.8583333333333,3.9,14.3791666666667,64.262,1.24074074074074,15.2222222222222,8.24074074074074,12.3,1.47666666666667,6.88833333333333
"129","Carrizo",2008,176.53,8.02777777777778,23.6157407407407,15.8287037037037,25.28,4.73333333333333,15.0066666666667,163.83,1.55555555555556,13.8703703703704,7.72222222222222,9.95333333333333,1.44,5.69666666666667
