"","year","plot","CTI","CPI","ColdTI","hotTI","Site"
"81",2009,3,15.969656424072,605.398206736067,4.50272347592501,30.1671317477683,"Jasper"
"82",2010,1,16.2459705137483,544.921874096111,4.59801348953562,30.6115671164722,"Jasper"
"83",2010,2,16.0084759037019,588.548756876633,4.59735042351123,30.0579875451453,"Jasper"
"84",2010,3,15.9838063551368,602.19394984358,4.51153584186954,30.1822309716822,"Jasper"
"85",2011,1,16.1805743728515,527.421730691087,4.40295168361527,30.7387275447999,"Jasper"
"86",2011,2,16.1430864102157,548.796719875021,4.53096956277905,30.4545692086746,"Jasper"
"87",2011,3,15.9320512983664,592.221046818148,4.33791031662379,30.330213911315,"Jasper"
"88",2012,1,16.346898584742,514.495128232495,4.54547254683936,30.917070624462,"Jasper"
"89",2012,2,16.2787941100809,521.26889217732,4.5359566239504,30.7654762096063,"Jasper"
"90",2012,3,16.1024186832528,552.131723925401,4.35780653173066,30.6824679205046,"Jasper"
"91",2013,1,16.3998691865633,509.34079575213,4.61666426019449,30.9141610864857,"Jasper"
"92",2013,2,16.1507709907018,527.574815509534,4.49160342624694,30.503903382603,"Jasper"
"93",2013,3,16.0560437739949,543.447565950008,4.13323318491818,30.956714159098,"Jasper"
"94",2014,1,15.8712546373284,584.608209744025,4.25465637030774,30.3319458371825,"Jasper"
"95",2014,2,15.8020874888751,576.377020925353,4.43119358473363,29.7784317351629,"Jasper"
"96",2014,3,15.8363771495759,586.343590562614,4.01769455678394,30.6957592971825,"Jasper"
"97",2015,1,16.0006923197467,567.366545216612,4.46090970827439,30.2377069054842,"Jasper"
"98",2015,2,15.8856584629207,578.684334533544,4.41915900821118,30.0364437615084,"Jasper"
"99",2015,3,15.8512188625534,579.700086758244,3.99343528384573,30.7521244295117,"Jasper"
