"","X","Long","Lat","site","ppt","tmax","tmean","tmin","type","year","month"
"1",1,-123.630758,39.738936,"Angelo",234.966003417969,11.2349996566772,5.4040002822876,-0.426999986171722,"1982-01-01",NA,NA
"2",2,-123.630758,39.738936,"Angelo",332.509002685547,14.0509996414185,8.09200000762939,2.1340000629425,"1982-02-01",NA,NA
"3",3,-123.630758,39.738936,"Angelo",365.654998779297,13.6990003585815,8.25699996948242,2.81500005722046,"1982-03-01",NA,NA
"4",4,-123.630758,39.738936,"Angelo",405.075012207031,16.0370006561279,9.2790002822876,2.5220000743866,"1982-04-01",NA,NA
"5",5,-123.630758,39.738936,"Angelo",0,24.0230007171631,14.439001083374,4.85699987411499,"1982-05-01",NA,NA
"6",6,-123.630758,39.738936,"Angelo",16.67799949646,24.2789993286133,16.4040012359619,8.5310001373291,"1982-06-01",NA,NA
"7",7,-123.630758,39.738936,"Angelo",0,28.4169998168945,19.1650009155273,9.91499996185303,"1982-07-01",NA,NA
"8",8,-123.630758,39.738936,"Angelo",1.14199995994568,29.451000213623,19.6640014648438,9.87899971008301,"1982-08-01",NA,NA
"9",9,-123.630758,39.738936,"Angelo",18.9340000152588,26.6730003356934,17.9130001068115,9.1540002822876,"1982-09-01",NA,NA
"10",10,-123.630758,39.738936,"Angelo",255.563995361328,21.7450008392334,14.1110010147095,6.47800016403198,"1982-10-01",NA,NA
"11",11,-123.630758,39.738936,"Angelo",449.649993896484,13.7150001525879,8.46200084686279,3.21000003814697,"1982-11-01",NA,NA
"12",12,-123.630758,39.738936,"Angelo",668.629028320312,11.826000213623,7.10000038146973,2.37400007247925,"1982-12-01",NA,NA
"13",13,-123.630758,39.738936,"Angelo",432.153015136719,12.7530002593994,7.49100017547607,2.23000001907349,"1983-01-01",NA,NA
"14",14,-123.630758,39.738936,"Angelo",713.984985351562,12.4340000152588,8.53700065612793,4.64099979400635,"1983-02-01",NA,NA
"15",15,-123.630758,39.738936,"Angelo",734.132019042969,12.7969999313354,8.75200080871582,4.70800018310547,"1983-03-01",NA,NA
"16",16,-123.630758,39.738936,"Angelo",206.65299987793,15.5880002975464,8.93100070953369,2.27500009536743,"1983-04-01",NA,NA
"17",17,-123.630758,39.738936,"Angelo",37.4550018310547,22.1070003509521,14.2180004119873,6.32999992370605,"1983-05-01",NA,NA
"18",18,-123.630758,39.738936,"Angelo",6.55299997329712,24.7849998474121,16.4440002441406,8.10400009155273,"1983-06-01",NA,NA
"19",19,-123.630758,39.738936,"Angelo",35.5789985656738,26.0590000152588,18.0250015258789,9.99100017547607,"1983-07-01",NA,NA
"20",20,-123.630758,39.738936,"Angelo",137.813995361328,28.5879993438721,20.0800018310547,11.5740003585815,"1983-08-01",NA,NA
"21",21,-123.630758,39.738936,"Angelo",20.6900005340576,27.951000213623,19.2590007781982,10.5670003890991,"1983-09-01",NA,NA
"22",22,-123.630758,39.738936,"Angelo",96.6940002441406,22.82200050354,15.1870002746582,7.55399990081787,"1983-10-01",NA,NA
"23",23,-123.630758,39.738936,"Angelo",567.721984863281,13.543999671936,9.17200088500977,4.80200004577637,"1983-11-01",NA,NA
"24",24,-123.630758,39.738936,"Angelo",747.981018066406,11.2080001831055,8.07400035858154,4.94099998474121,"1983-12-01",NA,NA
"25",25,-123.630758,39.738936,"Angelo",25.9899997711182,14.8780002593994,8.54900074005127,2.22099995613098,"1984-01-01",NA,NA
"26",26,-123.630758,39.738936,"Angelo",296.046997070312,12.8269996643066,7.32300043106079,1.82099997997284,"1984-02-01",NA,NA
"27",27,-123.630758,39.738936,"Angelo",163.880996704102,16.7439994812012,9.92500019073486,3.10800004005432,"1984-03-01",NA,NA
"28",28,-123.630758,39.738936,"Angelo",146.904006958008,16.0109996795654,9.17300033569336,2.33699989318848,"1984-04-01",NA,NA
"29",29,-123.630758,39.738936,"Angelo",72.9869995117188,21.8999996185303,13.8790006637573,5.8600001335144,"1984-05-01",NA,NA
"30",30,-123.630758,39.738936,"Angelo",29.6299991607666,23.9039993286133,15.7320003509521,7.56199979782104,"1984-06-01",NA,NA
"31",31,-123.630758,39.738936,"Angelo",0,30.9160003662109,21.1140003204346,11.3129997253418,"1984-07-01",NA,NA
"32",32,-123.630758,39.738936,"Angelo",1.13199996948242,29.1940002441406,19.742000579834,10.2910003662109,"1984-08-01",NA,NA
"33",33,-123.630758,39.738936,"Angelo",11.1319999694824,29.55299949646,19.5190010070801,9.48700046539307,"1984-09-01",NA,NA
"34",34,-123.630758,39.738936,"Angelo",141.498992919922,18.5919990539551,12.2130002975464,5.83599996566772,"1984-10-01",NA,NA
"35",35,-123.630758,39.738936,"Angelo",674.166015625,12.7390003204346,8.42800045013428,4.11700010299683,"1984-11-01",NA,NA
"36",36,-123.630758,39.738936,"Angelo",134.462005615234,11.0959997177124,5.77500009536743,0.456999987363815,"1984-12-01",NA,NA
"37",37,-123.630758,39.738936,"Angelo",28.8209991455078,13.2550001144409,6.78600025177002,0.317999988794327,"1985-01-01",NA,NA
"38",38,-123.630758,39.738936,"Angelo",227.326995849609,15.1300001144409,7.80300045013428,0.477999985218048,"1985-02-01",NA,NA
"39",39,-123.630758,39.738936,"Angelo",238.852005004883,13.0979995727539,6.889000415802,0.681999981403351,"1985-03-01",NA,NA
"40",40,-123.630758,39.738936,"Angelo",16.7430000305176,20.2210006713867,12.2720003128052,4.32399988174438,"1985-04-01",NA,NA
"41",41,-123.630758,39.738936,"Angelo",26.2169990539551,21.0279998779297,12.6070003509521,4.18699979782104,"1985-05-01",NA,NA
"42",42,-123.630758,39.738936,"Angelo",7.86800003051758,27.9220008850098,18.3889999389648,8.85799980163574,"1985-06-01",NA,NA
"43",43,-123.630758,39.738936,"Angelo",0,30.8460006713867,21.32200050354,11.798999786377,"1985-07-01",NA,NA
"44",44,-123.630758,39.738936,"Angelo",2.16400003433228,27.9290008544922,18.3680000305176,8.80799961090088,"1985-08-01",NA,NA
"45",45,-123.630758,39.738936,"Angelo",57.5099983215332,24.2110004425049,16.4860000610352,8.76299953460693,"1985-09-01",NA,NA
"46",46,-123.630758,39.738936,"Angelo",164.397994995117,21.6380004882812,13.5390005111694,5.44000005722046,"1985-10-01",NA,NA
"47",47,-123.630758,39.738936,"Angelo",155.356002807617,12.4940004348755,6.94700050354004,1.40199995040894,"1985-11-01",NA,NA
"48",48,-123.630758,39.738936,"Angelo",180.052993774414,13.1789999008179,6.95100021362305,0.725000023841858,"1985-12-01",NA,NA
"49",49,-123.630758,39.738936,"Angelo",452.606994628906,14.2919998168945,9.38100051879883,4.47200012207031,"1986-01-01",NA,NA
"50",50,-123.630758,39.738936,"Angelo",937.432006835938,13.9720001220703,9.11900043487549,4.26700019836426,"1986-02-01",NA,NA
"51",51,-123.630758,39.738936,"Angelo",332.647003173828,17.4360008239746,10.8560009002686,4.27699995040894,"1986-03-01",NA,NA
"52",52,-123.630758,39.738936,"Angelo",44.1749992370605,17.7290000915527,10.3560009002686,2.98399996757507,"1986-04-01",NA,NA
"53",53,-123.630758,39.738936,"Angelo",79.6340026855469,20.8269996643066,13.2340002059937,5.64200019836426,"1986-05-01",NA,NA
"54",54,-123.630758,39.738936,"Angelo",3.41700005531311,25.2800006866455,17.4230003356934,9.56799983978271,"1986-06-01",NA,NA
"55",55,-123.630758,39.738936,"Angelo",0,28.3320007324219,19.2000007629395,10.0699996948242,"1986-07-01",NA,NA
"56",56,-123.630758,39.738936,"Angelo",0,31.5849990844727,21.351001739502,11.1199998855591,"1986-08-01",NA,NA
"57",57,-123.630758,39.738936,"Angelo",197.832000732422,23.6450004577637,16.1760005950928,8.70800018310547,"1986-09-01",NA,NA
"58",58,-123.630758,39.738936,"Angelo",115.172996520996,21.9130001068115,14.2120008468628,6.51200008392334,"1986-10-01",NA,NA
"59",59,-123.630758,39.738936,"Angelo",58.5470008850098,16.9160003662109,9.35200023651123,1.78900003433228,"1986-11-01",NA,NA
"60",60,-123.630758,39.738936,"Angelo",217.985000610352,13.1339998245239,7.55100059509277,1.97099995613098,"1986-12-01",NA,NA
"61",61,-123.630758,39.738936,"Angelo",374.234008789062,12.2419996261597,6.29900026321411,0.358999997377396,"1987-01-01",NA,NA
"62",62,-123.630758,39.738936,"Angelo",235.815994262695,14.2410001754761,7.7180004119873,1.19599997997284,"1987-02-01",NA,NA
"63",63,-123.630758,39.738936,"Angelo",366.486999511719,14.3090000152588,8.25600051879883,2.20499992370605,"1987-03-01",NA,NA
"64",64,-123.630758,39.738936,"Angelo",29.6919994354248,21.4610004425049,12.2120008468628,2.96399998664856,"1987-04-01",NA,NA
"65",65,-123.630758,39.738936,"Angelo",37.701000213623,23.8430004119873,15.2720003128052,6.7020001411438,"1987-05-01",NA,NA
"66",66,-123.630758,39.738936,"Angelo",6.41200017929077,27.0949993133545,17.6530017852783,8.21399974822998,"1987-06-01",NA,NA
"67",67,-123.630758,39.738936,"Angelo",2.80200004577637,25.3780002593994,17.9330005645752,10.4890003204346,"1987-07-01",NA,NA
"68",68,-123.630758,39.738936,"Angelo",0,30.4050006866455,19.7440013885498,9.08300018310547,"1987-08-01",NA,NA
"69",69,-123.630758,39.738936,"Angelo",0,28.5380001068115,18.4730014801025,8.40999984741211,"1987-09-01",NA,NA
"70",70,-123.630758,39.738936,"Angelo",22.9130001068115,25.4330005645752,16.3340015411377,7.23699998855591,"1987-10-01",NA,NA
"71",71,-123.630758,39.738936,"Angelo",246.082000732422,15.3529996871948,9.0310001373291,2.71199989318848,"1987-11-01",NA,NA
"72",72,-123.630758,39.738936,"Angelo",733.367004394531,10.5100002288818,6.2180004119873,1.92799997329712,"1987-12-01",NA,NA
"73",73,-123.630758,39.738936,"Angelo",388.388000488281,12.1870002746582,6.94600009918213,1.70500004291534,"1988-01-01",NA,NA
"74",74,-123.630758,39.738936,"Angelo",6.51000022888184,17.1539993286133,8.43100070953369,-0.291999995708466,"1988-02-01",NA,NA
"75",75,-123.630758,39.738936,"Angelo",30.7800006866455,17.4039993286133,9.57300090789795,1.74399995803833,"1988-03-01",NA,NA
"76",76,-123.630758,39.738936,"Angelo",93.2679977416992,17.7320003509521,11.0150003433228,4.29899978637695,"1988-04-01",NA,NA
"77",77,-123.630758,39.738936,"Angelo",76.9729995727539,19.261999130249,11.8770008087158,4.49399995803833,"1988-05-01",NA,NA
"78",78,-123.630758,39.738936,"Angelo",60.4160003662109,22.7919998168945,15.8190011978149,8.84799957275391,"1988-06-01",NA,NA
"79",79,-123.630758,39.738936,"Angelo",0,31.1140003204346,21.2630004882812,11.4139995574951,"1988-07-01",NA,NA
"80",80,-123.630758,39.738936,"Angelo",0,29.9260005950928,20.1060009002686,10.2869997024536,"1988-08-01",NA,NA
"81",81,-123.630758,39.738936,"Angelo",0.00700000021606684,29.4950008392334,18.7890014648438,8.08399963378906,"1988-09-01",NA,NA
"82",82,-123.630758,39.738936,"Angelo",41.3569984436035,24.2940006256104,15.439001083374,6.58599996566772,"1988-10-01",NA,NA
"83",83,-123.630758,39.738936,"Angelo",563.47998046875,13.5740003585815,8.9060001373291,4.23899984359741,"1988-11-01",NA,NA
"84",84,-123.630758,39.738936,"Angelo",206.360000610352,12.6599998474121,6.5930004119873,0.527999997138977,"1988-12-01",NA,NA
"85",85,-123.630758,39.738936,"Angelo",119.152000427246,12.3369998931885,5.90700006484985,-0.522000014781952,"1989-01-01",NA,NA
"86",86,-123.630758,39.738936,"Angelo",95.7559967041016,10.9359998703003,4.98800039291382,-0.958000004291534,"1989-02-01",NA,NA
"87",87,-123.630758,39.738936,"Angelo",533.442016601562,13.4790000915527,8.70400047302246,3.9300000667572,"1989-03-01",NA,NA
"88",88,-123.630758,39.738936,"Angelo",89.8550033569336,19.9150009155273,12.3060007095337,4.69899988174438,"1989-04-01",NA,NA
"89",89,-123.630758,39.738936,"Angelo",50.0349998474121,20.076000213623,12.8340005874634,5.59299993515015,"1989-05-01",NA,NA
"90",90,-123.630758,39.738936,"Angelo",14.1510000228882,24.7940006256104,16.6380004882812,8.48299980163574,"1989-06-01",NA,NA
"91",91,-123.630758,39.738936,"Angelo",3.66300010681152,26.4860000610352,17.9670009613037,9.44900035858154,"1989-07-01",NA,NA
"92",92,-123.630758,39.738936,"Angelo",6.08500003814697,28.1049995422363,18.7370014190674,9.37100028991699,"1989-08-01",NA,NA
"93",93,-123.630758,39.738936,"Angelo",53.9589996337891,26.4099998474121,17.4020004272461,8.39599990844727,"1989-09-01",NA,NA
"94",94,-123.630758,39.738936,"Angelo",202.434005737305,21.0480003356934,13.1770009994507,5.30600023269653,"1989-10-01",NA,NA
"95",95,-123.630758,39.738936,"Angelo",65.0979995727539,17.4290008544922,9.54300022125244,1.65799999237061,"1989-11-01",NA,NA
"96",96,-123.630758,39.738936,"Angelo",13.1510000228882,15.1669998168945,7.56700038909912,-0.0329999998211861,"1989-12-01",NA,NA
"97",97,-123.630758,39.738936,"Angelo",452.984985351562,12.5539999008179,6.87600040435791,1.20000004768372,"1990-01-01",NA,NA
"98",98,-123.630758,39.738936,"Angelo",169.802001953125,10.9930000305176,4.85700035095215,-1.27799999713898,"1990-02-01",NA,NA
"99",99,-123.630758,39.738936,"Angelo",104.946998596191,15.6630001068115,9.17700004577637,2.69199991226196,"1990-03-01",NA,NA
"100",100,-123.630758,39.738936,"Angelo",32.8330001831055,19.4580001831055,12.2340002059937,5.01100015640259,"1990-04-01",NA,NA
"101",101,-123.630758,39.738936,"Angelo",324.135986328125,20.0219993591309,12.6390008926392,5.25899982452393,"1990-05-01",NA,NA
"102",102,-123.630758,39.738936,"Angelo",9.42000007629395,23.5659999847412,15.859001159668,8.15299987792969,"1990-06-01",NA,NA
"103",103,-123.630758,39.738936,"Angelo",7.26000022888184,29.068000793457,20.44700050354,11.8269996643066,"1990-07-01",NA,NA
"104",104,-123.630758,39.738936,"Angelo",26.632999420166,28.7360000610352,20.0540008544922,11.3739995956421,"1990-08-01",NA,NA
"105",105,-123.630758,39.738936,"Angelo",5.71700000762939,26.806999206543,18.07200050354,9.33800029754639,"1990-09-01",NA,NA
"106",106,-123.630758,39.738936,"Angelo",70.9759979248047,23.55299949646,14.5380010604858,5.52500009536743,"1990-10-01",NA,NA
"107",107,-123.630758,39.738936,"Angelo",49.5359992980957,15.9580001831055,8.07999992370605,0.202000007033348,"1990-11-01",NA,NA
"108",108,-123.630758,39.738936,"Angelo",79.6289978027344,10.2250003814697,3.31600022315979,-3.59299993515015,"1990-12-01",NA,NA
"109",109,-123.630758,39.738936,"Angelo",109.981002807617,13.7279996871948,6.71200037002563,-0.303000003099442,"1991-01-01",NA,NA
