"","trtrep","year","species.name","cover","guild","site"
"810",2,1989,"Lotus wrangelianus",1.6875,"NAF","Jasper"
"811",2,1989,"Microseris douglasii",1.9375,"NAF","Jasper"
"812",2,1989,"Castilleja densiflora",3.3125,"NAF","Jasper"
"813",2,1989,"Plantago erecta",52.5,"NAF","Jasper"
"814",2,1989,"Poa secunda",0.25,"NPG","Jasper"
"815",2,1989,"Elymus multisedis",0.6875,"NPG","Jasper"
"816",2,1989,"Stipa pulchra",0.1875,"NPG","Jasper"
"817",2,1989,"Vulpia microstachys",0.9375,"NAG","Jasper"
"818",2,1990,"Agoseris heterophylla",0.9375,"NAF","Jasper"
"819",2,1990,"Astragalus gambellianus",0.375,"NAF","Jasper"
"820",2,1990,"Brodiaea sp",2.1875,"NPF","Jasper"
"821",2,1990,"Calycadenia multiglandulosa",14.5,"NAF","Jasper"
"822",2,1990,"Chlorogalum pomeridianum",1.25,"NPF","Jasper"
"823",2,1990,"Hesperevax sparsiflora",0.0625,"NAF","Jasper"
"824",2,1990,"Hemizonia congesta",0.1875,"NAF","Jasper"
"825",2,1990,"Lasthenia californica",3.5,"NAF","Jasper"
"826",2,1990,"Layia platyglossa",0.25,"NAF","Jasper"
"827",2,1990,"Lotus wrangelianus",1.25,"NAF","Jasper"
"828",2,1990,"Micropus californicus",0.125,"NAF","Jasper"
"829",2,1990,"Microseris douglasii",3.0625,"NAF","Jasper"
"830",2,1990,"Castilleja densiflora",1.5,"NAF","Jasper"
"831",2,1990,"Plantago erecta",49.375,"NAF","Jasper"
"832",2,1990,"Poa secunda",0.125,"NPG","Jasper"
"833",2,1990,"Elymus multisedis",0.3125,"NPG","Jasper"
"834",2,1990,"Stipa pulchra",0.0625,"NPG","Jasper"
"835",2,1990,"Vulpia microstachys",0.5,"NAG","Jasper"
"836",2,1991,"Agoseris heterophylla",1.5,"NAF","Jasper"
"837",2,1991,"Astragalus gambellianus",0.1875,"NAF","Jasper"
"838",2,1991,"Brodiaea sp",4.25,"NPF","Jasper"
"839",2,1991,"Calycadenia multiglandulosa",15.5625,"NAF","Jasper"
"840",2,1991,"Chlorogalum pomeridianum",1,"NPF","Jasper"
"841",2,1991,"Epilobium brachycarpum",0.125,"NAF","Jasper"
"842",2,1991,"Hesperevax sparsiflora",0.75,"NAF","Jasper"
"843",2,1991,"Hemizonia congesta",0.4375,"NAF","Jasper"
"844",2,1991,"Lasthenia californica",4.875,"NAF","Jasper"
"845",2,1991,"Layia platyglossa",0.1875,"NAF","Jasper"
"846",2,1991,"Lotus wrangelianus",1,"NAF","Jasper"
"847",2,1991,"Microseris douglasii",18.125,"NAF","Jasper"
"848",2,1991,"Castilleja densiflora",0.1875,"NAF","Jasper"
"849",2,1991,"Plantago erecta",26.375,"NAF","Jasper"
"850",2,1991,"Poa secunda",1.25,"NPG","Jasper"
"851",2,1991,"Elymus multisedis",0.3125,"NPG","Jasper"
"852",2,1991,"Stipa pulchra",0.125,"NPG","Jasper"
"853",2,1991,"Crassula connata",0.125,"NAF","Jasper"
"854",2,1991,"Vulpia microstachys",0.625,"NAG","Jasper"
"855",2,1992,"Agoseris heterophylla",0.375,"NAF","Jasper"
"856",2,1992,"Astragalus gambellianus",0.4375,"NAF","Jasper"
"857",2,1992,"Brodiaea sp",1.875,"NPF","Jasper"
"858",2,1992,"Calycadenia multiglandulosa",1.9375,"NAF","Jasper"
"859",2,1992,"Chlorogalum pomeridianum",0.9375,"NPF","Jasper"
"860",2,1992,"Hesperevax sparsiflora",0.75,"NAF","Jasper"
"861",2,1992,"Lasthenia californica",12.125,"NAF","Jasper"
"862",2,1992,"Layia platyglossa",0.5,"NAF","Jasper"
"863",2,1992,"Lotus wrangelianus",1.625,"NAF","Jasper"
"864",2,1992,"Micropus californicus",0.125,"NAF","Jasper"
"865",2,1992,"Microseris douglasii",36.875,"NAF","Jasper"
"866",2,1992,"Castilleja densiflora",1.9375,"NAF","Jasper"
"867",2,1992,"Plantago erecta",19.6875,"NAF","Jasper"
"868",2,1992,"Poa secunda",0.25,"NPG","Jasper"
"869",2,1992,"Elymus multisedis",0.9375,"NPG","Jasper"
"870",2,1992,"Stipa pulchra",0.125,"NPG","Jasper"
"871",2,1992,"Vulpia microstachys",0.875,"NAG","Jasper"
"872",2,1993,"Agoseris heterophylla",0.375,"NAF","Jasper"
"873",2,1993,"Brodiaea sp",1.6875,"NPF","Jasper"
"874",2,1993,"Calycadenia multiglandulosa",1.3125,"NAF","Jasper"
"875",2,1993,"Chlorogalum pomeridianum",1.1875,"NPF","Jasper"
"876",2,1993,"Hesperevax sparsiflora",0.125,"NAF","Jasper"
"877",2,1993,"Hemizonia congesta",0.0625,"NAF","Jasper"
"878",2,1993,"Lasthenia californica",7.125,"NAF","Jasper"
"879",2,1993,"Layia platyglossa",0.5,"NAF","Jasper"
"880",2,1993,"Lotus wrangelianus",0.875,"NAF","Jasper"
"881",2,1993,"Micropus californicus",0.125,"NAF","Jasper"
"882",2,1993,"Microseris douglasii",69.375,"NAF","Jasper"
"883",2,1993,"Castilleja densiflora",3.625,"NAF","Jasper"
"884",2,1993,"Plantago erecta",2,"NAF","Jasper"
"885",2,1993,"Poa secunda",0.4375,"NPG","Jasper"
"886",2,1993,"Elymus multisedis",1.5,"NPG","Jasper"
"887",2,1993,"Stipa pulchra",0.9375,"NPG","Jasper"
"888",2,1993,"Vulpia microstachys",1.0625,"NAG","Jasper"
"889",2,1994,"Agoseris heterophylla",0.0625,"NAF","Jasper"
"890",2,1994,"Astragalus gambellianus",0.0625,"NAF","Jasper"
"891",2,1994,"Brodiaea sp",1.75,"NPF","Jasper"
"892",2,1994,"Calycadenia multiglandulosa",9.125,"NAF","Jasper"
"893",2,1994,"Chlorogalum pomeridianum",0.6875,"NPF","Jasper"
"894",2,1994,"Hesperevax sparsiflora",0.125,"NAF","Jasper"
"895",2,1994,"Hemizonia congesta",0.25,"NAF","Jasper"
"896",2,1994,"Lasthenia californica",10.4375,"NAF","Jasper"
"897",2,1994,"Layia platyglossa",0.3125,"NAF","Jasper"
"898",2,1994,"Lotus wrangelianus",0.75,"NAF","Jasper"
"899",2,1994,"Micropus californicus",0.0625,"NAF","Jasper"
"900",2,1994,"Microseris douglasii",29.0625,"NAF","Jasper"
"901",2,1994,"Castilleja densiflora",5.125,"NAF","Jasper"
"902",2,1994,"Plantago erecta",11.0625,"NAF","Jasper"
"903",2,1994,"Poa secunda",0.875,"NPG","Jasper"
"904",2,1994,"Elymus multisedis",1.5,"NPG","Jasper"
"905",2,1994,"Stipa pulchra",1.5625,"NPG","Jasper"
"906",2,1994,"Vulpia microstachys",1.9375,"NAG","Jasper"
"907",2,1995,"Agoseris heterophylla",0.25,"NAF","Jasper"
"908",2,1995,"Astragalus gambellianus",0.75,"NAF","Jasper"
"909",2,1995,"Bromus hordeaceus",0.8125,"EAG","Jasper"
"910",2,1995,"Brodiaea sp",1.875,"NPF","Jasper"
"911",2,1995,"Calycadenia multiglandulosa",19.5,"NAF","Jasper"
"912",2,1995,"Chlorogalum pomeridianum",1.9375,"NPF","Jasper"
"913",2,1995,"Hesperevax sparsiflora",0.6875,"NAF","Jasper"
"914",2,1995,"Hemizonia congesta",0.1875,"NAF","Jasper"
"915",2,1995,"Lasthenia californica",12.625,"NAF","Jasper"
"916",2,1995,"Layia platyglossa",0.75,"NAF","Jasper"
"917",2,1995,"Lotus wrangelianus",1.5,"NAF","Jasper"
"918",2,1995,"Micropus californicus",0.25,"NAF","Jasper"
"919",2,1995,"Microseris douglasii",12.0625,"NAF","Jasper"
"920",2,1995,"Castilleja densiflora",6.6875,"NAF","Jasper"
"921",2,1995,"Plantago erecta",10.75,"NAF","Jasper"
"922",2,1995,"Poa secunda",1.125,"NPG","Jasper"
"923",2,1995,"Elymus multisedis",3.125,"NPG","Jasper"
"924",2,1995,"Stipa pulchra",3,"NPG","Jasper"
"925",2,1995,"Crassula connata",0.125,"NAF","Jasper"
"926",2,1995,"Vulpia microstachys",4.4375,"NAG","Jasper"
"927",2,1996,"Agoseris heterophylla",0.1875,"NAF","Jasper"
"928",2,1996,"Astragalus gambellianus",0.625,"NAF","Jasper"
"929",2,1996,"Bromus hordeaceus",2.0625,"EAG","Jasper"
"930",2,1996,"Brodiaea sp",1.9375,"NPF","Jasper"
"931",2,1996,"Calandrinia ciliata",0.125,"NAF","Jasper"
"932",2,1996,"Calycadenia multiglandulosa",35.625,"NAF","Jasper"
"933",2,1996,"Chlorogalum pomeridianum",1.3125,"NPF","Jasper"
"934",2,1996,"Epilobium brachycarpum",0.0625,"NAF","Jasper"
"935",2,1996,"Hesperevax sparsiflora",1.375,"NAF","Jasper"
"936",2,1996,"Hemizonia congesta",0.0625,"NAF","Jasper"
"937",2,1996,"Lasthenia californica",14.0625,"NAF","Jasper"
"938",2,1996,"Lotus wrangelianus",1.125,"NAF","Jasper"
"939",2,1996,"Micropus californicus",0.125,"NAF","Jasper"
"940",2,1996,"Microseris douglasii",1.375,"NAF","Jasper"
"941",2,1996,"Castilleja densiflora",0.875,"NAF","Jasper"
"942",2,1996,"Plantago erecta",8.25,"NAF","Jasper"
"943",2,1996,"Poa secunda",0.1875,"NPG","Jasper"
"944",2,1996,"Elymus multisedis",1.6875,"NPG","Jasper"
"945",2,1996,"Stipa pulchra",1.875,"NPG","Jasper"
"946",2,1996,"Crassula connata",0.125,"NAF","Jasper"
"947",2,1996,"Vulpia microstachys",9.4375,"NAG","Jasper"
"948",2,1997,"Agoseris heterophylla",0.0625,"NAF","Jasper"
"949",2,1997,"Astragalus gambellianus",0.1875,"NAF","Jasper"
"950",2,1997,"Bromus hordeaceus",1.8125,"EAG","Jasper"
"951",2,1997,"Brodiaea sp",2.75,"NPF","Jasper"
"952",2,1997,"Calycadenia multiglandulosa",29.6875,"NAF","Jasper"
"953",2,1997,"Chlorogalum pomeridianum",2.4375,"NPF","Jasper"
"954",2,1997,"Hesperevax sparsiflora",3.5625,"NAF","Jasper"
"955",2,1997,"Hemizonia congesta",0.1875,"NAF","Jasper"
"956",2,1997,"Lasthenia californica",8.5,"NAF","Jasper"
"957",2,1997,"Layia platyglossa",0.1875,"NAF","Jasper"
"958",2,1997,"Lotus wrangelianus",1.5,"NAF","Jasper"
"959",2,1997,"Micropus californicus",0.125,"NAF","Jasper"
"960",2,1997,"Microseris douglasii",1.0625,"NAF","Jasper"
"961",2,1997,"Castilleja densiflora",1.375,"NAF","Jasper"
"962",2,1997,"Plantago erecta",32.5,"NAF","Jasper"
"963",2,1997,"Poa secunda",1.3125,"NPG","Jasper"
"964",2,1997,"Elymus multisedis",3.6875,"NPG","Jasper"
"965",2,1997,"Stipa pulchra",3.4375,"NPG","Jasper"
"966",2,1997,"Crassula connata",0.3125,"NAF","Jasper"
"967",2,1997,"Vulpia microstachys",5.625,"NAG","Jasper"
"968",2,1998,"Agoseris heterophylla",0.5,"NAF","Jasper"
"969",2,1998,"Astragalus gambellianus",0.4375,"NAF","Jasper"
"970",2,1998,"Bromus hordeaceus",0.5,"EAG","Jasper"
"971",2,1998,"Brodiaea sp",1.875,"NPF","Jasper"
"972",2,1998,"Calandrinia ciliata",0.125,"NAF","Jasper"
"973",2,1998,"Calycadenia multiglandulosa",20,"NAF","Jasper"
"974",2,1998,"Chlorogalum pomeridianum",3.125,"NPF","Jasper"
"975",2,1998,"Epilobium brachycarpum",0.125,"NAF","Jasper"
"976",2,1998,"Hesperevax sparsiflora",5.8125,"NAF","Jasper"
"977",2,1998,"Hemizonia congesta",0.375,"NAF","Jasper"
"978",2,1998,"Lasthenia californica",6.5,"NAF","Jasper"
"979",2,1998,"Lolium multiflorum",0.25,"EAG","Jasper"
"980",2,1998,"Lotus wrangelianus",1.9375,"NAF","Jasper"
"981",2,1998,"Micropus californicus",0.0625,"NAF","Jasper"
"982",2,1998,"Microseris douglasii",0.3125,"NAF","Jasper"
"983",2,1998,"Castilleja densiflora",4.8125,"NAF","Jasper"
"984",2,1998,"Plantago erecta",45,"NAF","Jasper"
"985",2,1998,"Poa secunda",2.0625,"NPG","Jasper"
"986",2,1998,"Elymus multisedis",4.8125,"NPG","Jasper"
"987",2,1998,"Stipa pulchra",5,"NPG","Jasper"
"988",2,1998,"Crassula connata",1.25,"NAF","Jasper"
"989",2,1998,"Vulpia microstachys",0.6875,"NAG","Jasper"
"990",2,1999,"Agoseris heterophylla",0.875,"NAF","Jasper"
"991",2,1999,"Astragalus gambellianus",0.0625,"NAF","Jasper"
"992",2,1999,"Bromus hordeaceus",0.75,"EAG","Jasper"
"993",2,1999,"Brodiaea sp",2.5625,"NPF","Jasper"
"994",2,1999,"Bromus berteroanus",0.125,"EAG","Jasper"
"995",2,1999,"Calycadenia multiglandulosa",30.625,"NAF","Jasper"
"996",2,1999,"Chlorogalum pomeridianum",3.75,"NPF","Jasper"
"997",2,1999,"Epilobium brachycarpum",0.4375,"NAF","Jasper"
"998",2,1999,"Hesperevax sparsiflora",2.875,"NAF","Jasper"
"999",2,1999,"Lasthenia californica",7.375,"NAF","Jasper"
"1000",2,1999,"Lolium multiflorum",0.0625,"EAG","Jasper"
"1001",2,1999,"Lotus wrangelianus",1.8125,"NAF","Jasper"
"1002",2,1999,"Micropus californicus",0.125,"NAF","Jasper"
"1003",2,1999,"Microseris douglasii",0.0625,"NAF","Jasper"
"1004",2,1999,"Castilleja densiflora",1.5,"NAF","Jasper"
"1005",2,1999,"Plantago erecta",30,"NAF","Jasper"
"1006",2,1999,"Poa secunda",1.375,"NPG","Jasper"
"1007",2,1999,"Elymus multisedis",5.8125,"NPG","Jasper"
"1008",2,1999,"Stipa pulchra",4.375,"NPG","Jasper"
"1009",2,1999,"Crassula connata",0.0625,"NAF","Jasper"
"1010",2,1999,"Vulpia microstachys",0.25,"NAG","Jasper"
"1011",2,2000,"Agoseris heterophylla",1.6875,"NAF","Jasper"
"1012",2,2000,"Bromus hordeaceus",1.625,"EAG","Jasper"
"1013",2,2000,"Brodiaea sp",2.9375,"NPF","Jasper"
"1014",2,2000,"Calycadenia multiglandulosa",13.125,"NAF","Jasper"
"1015",2,2000,"Chlorogalum pomeridianum",1.6875,"NPF","Jasper"
"1016",2,2000,"Hesperevax sparsiflora",1.375,"NAF","Jasper"
"1017",2,2000,"Hemizonia congesta",0.25,"NAF","Jasper"
"1018",2,2000,"Lasthenia californica",9.0625,"NAF","Jasper"
"1019",2,2000,"Lolium multiflorum",0.0625,"EAG","Jasper"
"1020",2,2000,"Lotus wrangelianus",1.625,"NAF","Jasper"
"1021",2,2000,"Microseris douglasii",0.875,"NAF","Jasper"
"1022",2,2000,"Castilleja densiflora",1.8125,"NAF","Jasper"
"1023",2,2000,"Plantago erecta",46.875,"NAF","Jasper"
"1024",2,2000,"Elymus multisedis",3.3125,"NPG","Jasper"
"1025",2,2000,"Crassula connata",0.25,"NAF","Jasper"
"1026",2,2000,"Vulpia microstachys",2.4375,"NAG","Jasper"
"1027",2,2001,"Agoseris heterophylla",0.75,"NAF","Jasper"
"1028",2,2001,"Astragalus gambellianus",0.1875,"NAF","Jasper"
"1029",2,2001,"Bromus hordeaceus",4.3125,"EAG","Jasper"
"1030",2,2001,"Brodiaea sp",3.3125,"NPF","Jasper"
"1031",2,2001,"Calycadenia multiglandulosa",21.875,"NAF","Jasper"
"1032",2,2001,"Chlorogalum pomeridianum",1.25,"NPF","Jasper"
"1033",2,2001,"Hesperevax sparsiflora",2.125,"NAF","Jasper"
"1034",2,2001,"Hemizonia congesta",0.0625,"NAF","Jasper"
"1035",2,2001,"Lasthenia californica",11.8125,"NAF","Jasper"
"1036",2,2001,"Lotus wrangelianus",0.375,"NAF","Jasper"
"1037",2,2001,"Micropus californicus",0.0625,"NAF","Jasper"
"1038",2,2001,"Microseris douglasii",0.4375,"NAF","Jasper"
"1039",2,2001,"Castilleja densiflora",6.4375,"NAF","Jasper"
"1040",2,2001,"Plantago erecta",39.375,"NAF","Jasper"
"1041",2,2001,"Poa secunda",0.75,"NPG","Jasper"
"1042",2,2001,"Elymus multisedis",3.4375,"NPG","Jasper"
"1043",2,2001,"Stipa pulchra",0.625,"NPG","Jasper"
"1044",2,2001,"Crassula connata",0.125,"NAF","Jasper"
"1045",2,2001,"Vulpia microstachys",2,"NAG","Jasper"
"1046",2,2002,"Agoseris heterophylla",1,"NAF","Jasper"
"1047",2,2002,"Astragalus gambellianus",0.125,"NAF","Jasper"
"1048",2,2002,"Bromus hordeaceus",13.5625,"EAG","Jasper"
"1049",2,2002,"Brodiaea sp",3.75,"NPF","Jasper"
"1050",2,2002,"Calycadenia multiglandulosa",11.6875,"NAF","Jasper"
"1051",2,2002,"Chlorogalum pomeridianum",1.6875,"NPF","Jasper"
"1052",2,2002,"Hesperevax sparsiflora",9.9375,"NAF","Jasper"
"1053",2,2002,"Hemizonia congesta",0.0625,"NAF","Jasper"
"1054",2,2002,"Lasthenia californica",12.9375,"NAF","Jasper"
"1055",2,2002,"Lotus wrangelianus",2.375,"NAF","Jasper"
"1056",2,2002,"Micropus californicus",0.4375,"NAF","Jasper"
"1057",2,2002,"Microseris douglasii",0.25,"NAF","Jasper"
"1058",2,2002,"Castilleja densiflora",6.75,"NAF","Jasper"
"1059",2,2002,"Plantago erecta",27.5,"NAF","Jasper"
"1060",2,2002,"Poa secunda",0.25,"NPG","Jasper"
"1061",2,2002,"Elymus multisedis",2.9375,"NPG","Jasper"
"1062",2,2002,"Stipa pulchra",1,"NPG","Jasper"
"1063",2,2002,"Crassula connata",0.375,"NAF","Jasper"
"1064",2,2002,"Vulpia microstachys",4.875,"NAG","Jasper"
"1065",2,2003,"Agoseris heterophylla",0.4375,"NAF","Jasper"
"1066",2,2003,"Astragalus gambellianus",0.25,"NAF","Jasper"
"1067",2,2003,"Bromus hordeaceus",24.1875,"EAG","Jasper"
"1068",2,2003,"Brodiaea sp",2.75,"NPF","Jasper"
"1069",2,2003,"Calycadenia multiglandulosa",25.625,"NAF","Jasper"
"1070",2,2003,"Chlorogalum pomeridianum",2.9375,"NPF","Jasper"
"1071",2,2003,"Epilobium brachycarpum",0.0625,"NAF","Jasper"
"1072",2,2003,"Hesperevax sparsiflora",2.5625,"NAF","Jasper"
"1073",2,2003,"Hemizonia congesta",0.0625,"NAF","Jasper"
"1074",2,2003,"Lasthenia californica",11.125,"NAF","Jasper"
"1075",2,2003,"Lotus wrangelianus",0.8125,"NAF","Jasper"
"1076",2,2003,"Microseris douglasii",0.375,"NAF","Jasper"
"1077",2,2003,"Castilleja densiflora",3.9375,"NAF","Jasper"
"1078",2,2003,"Plantago erecta",18.75,"NAF","Jasper"
"1079",2,2003,"Poa secunda",0.4375,"NPG","Jasper"
"1080",2,2003,"Elymus multisedis",2.75,"NPG","Jasper"
"1081",2,2003,"Stipa pulchra",0.875,"NPG","Jasper"
"1082",2,2003,"Vulpia microstachys",0.3125,"NAG","Jasper"
"1083",2,2004,"Agoseris heterophylla",0.6875,"NAF","Jasper"
"1084",2,2004,"Bromus hordeaceus",30.75,"EAG","Jasper"
"1085",2,2004,"Brodiaea sp",2.1875,"NPF","Jasper"
"1086",2,2004,"Calycadenia multiglandulosa",13.125,"NAF","Jasper"
"1087",2,2004,"Chlorogalum pomeridianum",0.625,"NPF","Jasper"
"1088",2,2004,"Epilobium brachycarpum",0.3125,"NAF","Jasper"
"1089",2,2004,"Hesperevax sparsiflora",2.9375,"NAF","Jasper"
"1090",2,2004,"Hemizonia congesta",0.125,"NAF","Jasper"
"1091",2,2004,"Lasthenia californica",7.625,"NAF","Jasper"
"1092",2,2004,"Layia platyglossa",0.125,"NAF","Jasper"
"1093",2,2004,"Lolium multiflorum",0.0625,"EAG","Jasper"
"1094",2,2004,"Lotus wrangelianus",1.1875,"NAF","Jasper"
"1095",2,2004,"Micropus californicus",0.5625,"NAF","Jasper"
"1096",2,2004,"Microseris douglasii",1.8125,"NAF","Jasper"
"1097",2,2004,"Castilleja densiflora",0.8125,"NAF","Jasper"
"1098",2,2004,"Plantago erecta",9.0625,"NAF","Jasper"
"1099",2,2004,"Elymus multisedis",0.625,"NPG","Jasper"
"1100",2,2004,"Stipa pulchra",1.0625,"NPG","Jasper"
"1101",2,2004,"Vulpia microstachys",0.125,"NAG","Jasper"
"1102",2,2005,"Agoseris heterophylla",1.125,"NAF","Jasper"
"1103",2,2005,"Astragalus gambellianus",1.4375,"NAF","Jasper"
"1104",2,2005,"Bromus hordeaceus",34.25,"EAG","Jasper"
"1105",2,2005,"Brodiaea sp",1.625,"NPF","Jasper"
"1106",2,2005,"Calycadenia multiglandulosa",16.25,"NAF","Jasper"
"1107",2,2005,"Chlorogalum pomeridianum",0.625,"NPF","Jasper"
"1108",2,2005,"Hesperevax sparsiflora",4.625,"NAF","Jasper"
"1109",2,2005,"Hemizonia congesta",0.75,"NAF","Jasper"
"1110",2,2005,"Lasthenia californica",10.4375,"NAF","Jasper"
"1111",2,2005,"Layia platyglossa",0.75,"NAF","Jasper"
"1112",2,2005,"Lotus wrangelianus",1.625,"NAF","Jasper"
"1113",2,2005,"Micropus californicus",0.4375,"NAF","Jasper"
"1114",2,2005,"Microseris douglasii",12.5625,"NAF","Jasper"
"1115",2,2005,"Castilleja densiflora",0.75,"NAF","Jasper"
"1116",2,2005,"Plantago erecta",10.1875,"NAF","Jasper"
"1117",2,2005,"Poa secunda",0.3125,"NPG","Jasper"
"1118",2,2005,"Elymus multisedis",1.375,"NPG","Jasper"
"1119",2,2005,"Stipa pulchra",1.6875,"NPG","Jasper"
"1120",2,2005,"Vulpia microstachys",0.6875,"NAG","Jasper"
"1121",2,2006,"Agoseris heterophylla",2.4375,"NAF","Jasper"
"1122",2,2006,"Astragalus gambellianus",0.125,"NAF","Jasper"
"1123",2,2006,"Bromus hordeaceus",34.375,"EAG","Jasper"
"1124",2,2006,"Brodiaea sp",2,"NPF","Jasper"
"1125",2,2006,"Calycadenia multiglandulosa",11.9375,"NAF","Jasper"
"1126",2,2006,"Chlorogalum pomeridianum",1.5,"NPF","Jasper"
"1127",2,2006,"Epilobium brachycarpum",0.125,"NAF","Jasper"
"1128",2,2006,"Hesperevax sparsiflora",9.6875,"NAF","Jasper"
"1129",2,2006,"Hemizonia congesta",0.125,"NAF","Jasper"
"1130",2,2006,"Lasthenia californica",5.125,"NAF","Jasper"
"1131",2,2006,"Layia platyglossa",0.4375,"NAF","Jasper"
"1132",2,2006,"Lotus wrangelianus",2.25,"NAF","Jasper"
"1133",2,2006,"Micropus californicus",1.125,"NAF","Jasper"
"1134",2,2006,"Microseris douglasii",5.625,"NAF","Jasper"
"1135",2,2006,"Castilleja densiflora",0.625,"NAF","Jasper"
"1136",2,2006,"Plantago erecta",4.5,"NAF","Jasper"
"1137",2,2006,"Elymus multisedis",1.125,"NPG","Jasper"
"1138",2,2006,"Stipa pulchra",2.1875,"NPG","Jasper"
"1139",2,2006,"Vulpia microstachys",0.1875,"NAG","Jasper"
"1140",2,2007,"Agoseris heterophylla",1,"NAF","Jasper"
"1141",2,2007,"Bromus hordeaceus",40.125,"EAG","Jasper"
"1142",2,2007,"Brodiaea sp",3.5625,"NPF","Jasper"
"1143",2,2007,"Calandrinia ciliata",0.125,"NAF","Jasper"
"1144",2,2007,"Calycadenia multiglandulosa",10,"NAF","Jasper"
"1145",2,2007,"Chlorogalum pomeridianum",0.3125,"NPF","Jasper"
"1146",2,2007,"Epilobium brachycarpum",0.1875,"NAF","Jasper"
"1147",2,2007,"Hesperevax sparsiflora",2,"NAF","Jasper"
"1148",2,2007,"Hemizonia congesta",0.6875,"NAF","Jasper"
"1149",2,2007,"Lasthenia californica",5.5,"NAF","Jasper"
"1150",2,2007,"Layia platyglossa",1.9375,"NAF","Jasper"
"1151",2,2007,"Lotus wrangelianus",1.0625,"NAF","Jasper"
"1152",2,2007,"Micropus californicus",0.5625,"NAF","Jasper"
"1153",2,2007,"Microseris douglasii",0.4375,"NAF","Jasper"
"1154",2,2007,"Castilleja densiflora",0.5625,"NAF","Jasper"
"1155",2,2007,"Plantago erecta",9.9375,"NAF","Jasper"
"1156",2,2007,"Plagiobothrys nothofulvus",1.25,"NAF","Jasper"
"1157",2,2007,"Elymus multisedis",2.8125,"NPG","Jasper"
"1158",2,2007,"Stipa pulchra",3.25,"NPG","Jasper"
"1159",2,2007,"Vulpia microstachys",0.375,"NAG","Jasper"
"1160",2,2008,"Agoseris heterophylla",0.625,"NAF","Jasper"
"1161",2,2008,"Astragalus gambellianus",1.125,"NAF","Jasper"
"1162",2,2008,"Bromus hordeaceus",9.625,"EAG","Jasper"
"1163",2,2008,"Brodiaea sp",2,"NPF","Jasper"
"1164",2,2008,"Calandrinia ciliata",0.9375,"NAF","Jasper"
"1165",2,2008,"Calycadenia multiglandulosa",8.125,"NAF","Jasper"
"1166",2,2008,"Chlorogalum pomeridianum",0.0625,"NPF","Jasper"
"1167",2,2008,"Escholtzia californica",0.3125,"NPF","Jasper"
"1168",2,2008,"Hesperevax sparsiflora",3.5625,"NAF","Jasper"
"1169",2,2008,"Hemizonia congesta",2,"NAF","Jasper"
"1170",2,2008,"Lasthenia californica",4.5,"NAF","Jasper"
"1171",2,2008,"Layia platyglossa",4.5625,"NAF","Jasper"
"1172",2,2008,"Lotus wrangelianus",3.3125,"NAF","Jasper"
"1173",2,2008,"Micropus californicus",0.375,"NAF","Jasper"
"1174",2,2008,"Microseris douglasii",0.75,"NAF","Jasper"
"1175",2,2008,"Castilleja densiflora",0.3125,"NAF","Jasper"
"1176",2,2008,"Plantago erecta",20.9375,"NAF","Jasper"
"1177",2,2008,"Poa secunda",0.4375,"NPG","Jasper"
"1178",2,2008,"Elymus multisedis",2.5,"NPG","Jasper"
"1179",2,2008,"Stipa pulchra",0.9375,"NPG","Jasper"
"1180",2,2008,"Vulpia microstachys",1,"NAG","Jasper"
"1181",2,2009,"Agoseris heterophylla",2.3125,"NAF","Jasper"
"1182",2,2009,"Astragalus gambellianus",1.8125,"NAF","Jasper"
"1183",2,2009,"Bromus hordeaceus",4.375,"EAG","Jasper"
"1184",2,2009,"Brodiaea sp",2,"NPF","Jasper"
"1185",2,2009,"Calandrinia ciliata",1.25,"NAF","Jasper"
"1186",2,2009,"Calycadenia multiglandulosa",10.3125,"NAF","Jasper"
"1187",2,2009,"Chlorogalum pomeridianum",0.125,"NPF","Jasper"
"1188",2,2009,"Epilobium brachycarpum",0.0625,"NAF","Jasper"
"1189",2,2009,"Hesperevax sparsiflora",5.5625,"NAF","Jasper"
"1190",2,2009,"Hemizonia congesta",2.75,"NAF","Jasper"
"1191",2,2009,"Lasthenia californica",8.75,"NAF","Jasper"
"1192",2,2009,"Layia platyglossa",8.8125,"NAF","Jasper"
"1193",2,2009,"Lotus wrangelianus",2.1875,"NAF","Jasper"
"1194",2,2009,"Micropus californicus",1.0625,"NAF","Jasper"
"1195",2,2009,"Microseris douglasii",3.6875,"NAF","Jasper"
"1196",2,2009,"Castilleja densiflora",0.625,"NAF","Jasper"
"1197",2,2009,"Plantago erecta",27.5,"NAF","Jasper"
"1198",2,2009,"Poa secunda",0.875,"NPG","Jasper"
"1199",2,2009,"Elymus multisedis",3.375,"NPG","Jasper"
"1200",2,2009,"Stipa pulchra",1.1875,"NPG","Jasper"
"1201",2,2009,"Vulpia microstachys",3.25,"NAG","Jasper"
"1202",2,2010,"Agoseris heterophylla",0.3125,"NAF","Jasper"
"1203",2,2010,"Bromus hordeaceus",0.8125,"EAG","Jasper"
"1204",2,2010,"Brodiaea sp",1.8125,"NPF","Jasper"
"1205",2,2010,"Calandrinia ciliata",0.0625,"NAF","Jasper"
"1206",2,2010,"Calycadenia multiglandulosa",6.0625,"NAF","Jasper"
"1207",2,2010,"Chlorogalum pomeridianum",0.125,"NPF","Jasper"
