"","site","year","plot","guild","meanrich"
"7591","McL Ann",2002,"17","ExoPers",0
"7592","McL Ann",2002,"17","Forbs",12
"7593","McL Ann",2002,"17","Grasses",4
"7594","McL Ann",2002,"17","Nat",8
"7595","McL Ann",2002,"17","NatAnns",6
"7596","McL Ann",2002,"17","NatPers",2
"7597","McL Ann",2002,"25","All",41
"7598","McL Ann",2002,"25","Exo",14
"7599","McL Ann",2002,"25","ExoAnns",14
"7600","McL Ann",2002,"25","ExoPers",0
"7601","McL Ann",2002,"25","Forbs",34
"7602","McL Ann",2002,"25","Grasses",7
"7603","McL Ann",2002,"25","Nat",27
"7604","McL Ann",2002,"25","NatAnns",20
"7605","McL Ann",2002,"25","NatPers",7
"7606","McL Ann",2002,"34","All",16
"7607","McL Ann",2002,"34","Exo",11
"7608","McL Ann",2002,"34","ExoAnns",11
"7609","McL Ann",2002,"34","ExoPers",0
"7610","McL Ann",2002,"34","Forbs",11
"7611","McL Ann",2002,"34","Grasses",5
"7612","McL Ann",2002,"34","Nat",5
"7613","McL Ann",2002,"34","NatAnns",4
"7614","McL Ann",2002,"34","NatPers",1
"7615","McL Ann",2002,"35","All",19
"7616","McL Ann",2002,"35","Exo",13
"7617","McL Ann",2002,"35","ExoAnns",13
"7618","McL Ann",2002,"35","ExoPers",0
"7619","McL Ann",2002,"35","Forbs",13
"7620","McL Ann",2002,"35","Grasses",6
"7621","McL Ann",2002,"35","Nat",6
"7622","McL Ann",2002,"35","NatAnns",5
"7623","McL Ann",2002,"35","NatPers",1
"7624","McL Ann",2002,"36","All",18
"7625","McL Ann",2002,"36","Exo",12
"7626","McL Ann",2002,"36","ExoAnns",12
"7627","McL Ann",2002,"36","ExoPers",0
"7628","McL Ann",2002,"36","Forbs",11
"7629","McL Ann",2002,"36","Grasses",7
"7630","McL Ann",2002,"36","Nat",6
"7631","McL Ann",2002,"36","NatAnns",6
"7632","McL Ann",2002,"36","NatPers",0
"7633","McL Ann",2002,"37","All",18
"7634","McL Ann",2002,"37","Exo",12
"7635","McL Ann",2002,"37","ExoAnns",12
"7636","McL Ann",2002,"37","ExoPers",0
"7637","McL Ann",2002,"37","Forbs",13
"7638","McL Ann",2002,"37","Grasses",5
"7639","McL Ann",2002,"37","Nat",6
"7640","McL Ann",2002,"37","NatAnns",5
"7641","McL Ann",2002,"37","NatPers",1
"7642","McL Ann",2002,"38","All",41
"7643","McL Ann",2002,"38","Exo",17
"7644","McL Ann",2002,"38","ExoAnns",17
"7645","McL Ann",2002,"38","ExoPers",0
"7646","McL Ann",2002,"38","Forbs",35
"7647","McL Ann",2002,"38","Grasses",6
"7648","McL Ann",2002,"38","Nat",24
"7649","McL Ann",2002,"38","NatAnns",21
"7650","McL Ann",2002,"38","NatPers",3
"7651","McL Ann",2002,"39","All",28
"7652","McL Ann",2002,"39","Exo",11
"7653","McL Ann",2002,"39","ExoAnns",11
"7654","McL Ann",2002,"39","ExoPers",0
"7655","McL Ann",2002,"39","Forbs",22
"7656","McL Ann",2002,"39","Grasses",6
"7657","McL Ann",2002,"39","Nat",17
"7658","McL Ann",2002,"39","NatAnns",15
"7659","McL Ann",2002,"39","NatPers",2
"7660","McL Ann",2002,"40","All",35
"7661","McL Ann",2002,"40","Exo",18
"7662","McL Ann",2002,"40","ExoAnns",18
"7663","McL Ann",2002,"40","ExoPers",0
"7664","McL Ann",2002,"40","Forbs",27
"7665","McL Ann",2002,"40","Grasses",8
"7666","McL Ann",2002,"40","Nat",17
"7667","McL Ann",2002,"40","NatAnns",16
"7668","McL Ann",2002,"40","NatPers",1
"7669","McL Ann",2002,"41","All",33
"7670","McL Ann",2002,"41","Exo",18
"7671","McL Ann",2002,"41","ExoAnns",18
"7672","McL Ann",2002,"41","ExoPers",0
"7673","McL Ann",2002,"41","Forbs",27
"7674","McL Ann",2002,"41","Grasses",6
"7675","McL Ann",2002,"41","Nat",15
"7676","McL Ann",2002,"41","NatAnns",14
"7677","McL Ann",2002,"41","NatPers",1
"7678","McL Ann",2002,"42","All",32
"7679","McL Ann",2002,"42","Exo",14
"7680","McL Ann",2002,"42","ExoAnns",14
"7681","McL Ann",2002,"42","ExoPers",0
"7682","McL Ann",2002,"42","Forbs",24
"7683","McL Ann",2002,"42","Grasses",8
"7684","McL Ann",2002,"42","Nat",18
"7685","McL Ann",2002,"42","NatAnns",16
"7686","McL Ann",2002,"42","NatPers",2
"7687","McL Ann",2002,"43","All",14
"7688","McL Ann",2002,"43","Exo",6
"7689","McL Ann",2002,"43","ExoAnns",6
"7690","McL Ann",2002,"43","ExoPers",0
"7691","McL Ann",2002,"43","Forbs",10
"7692","McL Ann",2002,"43","Grasses",4
"7693","McL Ann",2002,"43","Nat",8
"7694","McL Ann",2002,"43","NatAnns",7
"7695","McL Ann",2002,"43","NatPers",1
"7696","McL Ann",2002,"50","All",31
"7697","McL Ann",2002,"50","Exo",14
"7698","McL Ann",2002,"50","ExoAnns",13
"7699","McL Ann",2002,"50","ExoPers",1
"7700","McL Ann",2002,"50","Forbs",27
"7701","McL Ann",2002,"50","Grasses",4
"7702","McL Ann",2002,"50","Nat",17
"7703","McL Ann",2002,"50","NatAnns",12
"7704","McL Ann",2002,"50","NatPers",5
"7705","McL Ann",2002,"51","All",35
"7706","McL Ann",2002,"51","Exo",16
"7707","McL Ann",2002,"51","ExoAnns",16
"7708","McL Ann",2002,"51","ExoPers",0
"7709","McL Ann",2002,"51","Forbs",27
"7710","McL Ann",2002,"51","Grasses",8
"7711","McL Ann",2002,"51","Nat",19
"7712","McL Ann",2002,"51","NatAnns",16
"7713","McL Ann",2002,"51","NatPers",3
"7714","McL Ann",2002,"52","All",38
"7715","McL Ann",2002,"52","Exo",16
"7716","McL Ann",2002,"52","ExoAnns",16
"7717","McL Ann",2002,"52","ExoPers",0
"7718","McL Ann",2002,"52","Forbs",33
"7719","McL Ann",2002,"52","Grasses",5
"7720","McL Ann",2002,"52","Nat",22
"7721","McL Ann",2002,"52","NatAnns",18
"7722","McL Ann",2002,"52","NatPers",4
"7723","McL Ann",2002,"53","All",25
"7724","McL Ann",2002,"53","Exo",14
"7725","McL Ann",2002,"53","ExoAnns",14
"7726","McL Ann",2002,"53","ExoPers",0
"7727","McL Ann",2002,"53","Forbs",21
"7728","McL Ann",2002,"53","Grasses",4
"7729","McL Ann",2002,"53","Nat",11
"7730","McL Ann",2002,"53","NatAnns",6
"7731","McL Ann",2002,"53","NatPers",5
"7732","McL Ann",2002,"54","All",36
"7733","McL Ann",2002,"54","Exo",17
"7734","McL Ann",2002,"54","ExoAnns",17
"7735","McL Ann",2002,"54","ExoPers",0
"7736","McL Ann",2002,"54","Forbs",28
"7737","McL Ann",2002,"54","Grasses",8
"7738","McL Ann",2002,"54","Nat",19
"7739","McL Ann",2002,"54","NatAnns",14
"7740","McL Ann",2002,"54","NatPers",5
"7741","McL Ann",2002,"56","All",30
"7742","McL Ann",2002,"56","Exo",13
"7743","McL Ann",2002,"56","ExoAnns",13
"7744","McL Ann",2002,"56","ExoPers",0
"7745","McL Ann",2002,"56","Forbs",26
"7746","McL Ann",2002,"56","Grasses",4
"7747","McL Ann",2002,"56","Nat",17
"7748","McL Ann",2002,"56","NatAnns",15
"7749","McL Ann",2002,"56","NatPers",2
"7750","McL Ann",2002,"57","All",28
"7751","McL Ann",2002,"57","Exo",12
"7752","McL Ann",2002,"57","ExoAnns",12
"7753","McL Ann",2002,"57","ExoPers",0
"7754","McL Ann",2002,"57","Forbs",21
"7755","McL Ann",2002,"57","Grasses",7
"7756","McL Ann",2002,"57","Nat",16
"7757","McL Ann",2002,"57","NatAnns",11
"7758","McL Ann",2002,"57","NatPers",5
"7759","McL Ann",2002,"58","All",18
"7760","McL Ann",2002,"58","Exo",10
"7761","McL Ann",2002,"58","ExoAnns",10
"7762","McL Ann",2002,"58","ExoPers",0
"7763","McL Ann",2002,"58","Forbs",14
"7764","McL Ann",2002,"58","Grasses",4
"7765","McL Ann",2002,"58","Nat",8
"7766","McL Ann",2002,"58","NatAnns",5
"7767","McL Ann",2002,"58","NatPers",3
"7768","McL Ann",2002,"59","All",31
"7769","McL Ann",2002,"59","Exo",16
"7770","McL Ann",2002,"59","ExoAnns",16
"7771","McL Ann",2002,"59","ExoPers",0
"7772","McL Ann",2002,"59","Forbs",26
"7773","McL Ann",2002,"59","Grasses",5
"7774","McL Ann",2002,"59","Nat",15
"7775","McL Ann",2002,"59","NatAnns",11
"7776","McL Ann",2002,"59","NatPers",4
"7777","McL Ann",2002,"60","All",27
"7778","McL Ann",2002,"60","Exo",12
"7779","McL Ann",2002,"60","ExoAnns",12
"7780","McL Ann",2002,"60","ExoPers",0
"7781","McL Ann",2002,"60","Forbs",22
"7782","McL Ann",2002,"60","Grasses",5
"7783","McL Ann",2002,"60","Nat",15
"7784","McL Ann",2002,"60","NatAnns",9
"7785","McL Ann",2002,"60","NatPers",6
"7786","McL Ann",2002,"61","All",32
"7787","McL Ann",2002,"61","Exo",14
"7788","McL Ann",2002,"61","ExoAnns",14
"7789","McL Ann",2002,"61","ExoPers",0
"7790","McL Ann",2002,"61","Forbs",25
"7791","McL Ann",2002,"61","Grasses",7
"7792","McL Ann",2002,"61","Nat",18
"7793","McL Ann",2002,"61","NatAnns",14
"7794","McL Ann",2002,"61","NatPers",4
"7795","McL Ann",2002,"62","All",25
"7796","McL Ann",2002,"62","Exo",15
"7797","McL Ann",2002,"62","ExoAnns",15
"7798","McL Ann",2002,"62","ExoPers",0
"7799","McL Ann",2002,"62","Forbs",18
"7800","McL Ann",2002,"62","Grasses",7
"7801","McL Ann",2002,"62","Nat",10
"7802","McL Ann",2002,"62","NatAnns",8
"7803","McL Ann",2002,"62","NatPers",2
"7804","McL Ann",2002,"63","All",37
"7805","McL Ann",2002,"63","Exo",15
"7806","McL Ann",2002,"63","ExoAnns",15
"7807","McL Ann",2002,"63","ExoPers",0
"7808","McL Ann",2002,"63","Forbs",30
"7809","McL Ann",2002,"63","Grasses",7
"7810","McL Ann",2002,"63","Nat",22
"7811","McL Ann",2002,"63","NatAnns",14
"7812","McL Ann",2002,"63","NatPers",8
"7813","McL Ann",2002,"64","All",33
"7814","McL Ann",2002,"64","Exo",17
"7815","McL Ann",2002,"64","ExoAnns",17
"7816","McL Ann",2002,"64","ExoPers",0
"7817","McL Ann",2002,"64","Forbs",27
"7818","McL Ann",2002,"64","Grasses",6
"7819","McL Ann",2002,"64","Nat",16
"7820","McL Ann",2002,"64","NatAnns",13
"7821","McL Ann",2002,"64","NatPers",3
"7822","McL Ann",2002,"65","All",28
"7823","McL Ann",2002,"65","Exo",19
"7824","McL Ann",2002,"65","ExoAnns",19
"7825","McL Ann",2002,"65","ExoPers",0
"7826","McL Ann",2002,"65","Forbs",20
"7827","McL Ann",2002,"65","Grasses",8
"7828","McL Ann",2002,"65","Nat",9
"7829","McL Ann",2002,"65","NatAnns",9
"7830","McL Ann",2002,"65","NatPers",0
"7831","McL Ann",2002,"66","All",25
"7832","McL Ann",2002,"66","Exo",18
"7833","McL Ann",2002,"66","ExoAnns",18
"7834","McL Ann",2002,"66","ExoPers",0
"7835","McL Ann",2002,"66","Forbs",19
"7836","McL Ann",2002,"66","Grasses",6
"7837","McL Ann",2002,"66","Nat",7
"7838","McL Ann",2002,"66","NatAnns",6
"7839","McL Ann",2002,"66","NatPers",1
"7840","McL Ann",2002,"67","All",33
"7841","McL Ann",2002,"67","Exo",9
"7842","McL Ann",2002,"67","ExoAnns",9
"7843","McL Ann",2002,"67","ExoPers",0
"7844","McL Ann",2002,"67","Forbs",27
"7845","McL Ann",2002,"67","Grasses",6
"7846","McL Ann",2002,"67","Nat",24
"7847","McL Ann",2002,"67","NatAnns",15
"7848","McL Ann",2002,"67","NatPers",9
"7849","McL Ann",2002,"68","All",31
"7850","McL Ann",2002,"68","Exo",14
"7851","McL Ann",2002,"68","ExoAnns",13
"7852","McL Ann",2002,"68","ExoPers",1
"7853","McL Ann",2002,"68","Forbs",26
"7854","McL Ann",2002,"68","Grasses",5
"7855","McL Ann",2002,"68","Nat",17
"7856","McL Ann",2002,"68","NatAnns",14
"7857","McL Ann",2002,"68","NatPers",3
"7858","McL Ann",2002,"69","All",12
"7859","McL Ann",2002,"69","Exo",11
"7860","McL Ann",2002,"69","ExoAnns",11
"7861","McL Ann",2002,"69","ExoPers",0
"7862","McL Ann",2002,"69","Forbs",7
"7863","McL Ann",2002,"69","Grasses",5
"7864","McL Ann",2002,"69","Nat",1
"7865","McL Ann",2002,"69","NatAnns",0
"7866","McL Ann",2002,"69","NatPers",1
"7867","McL Ann",2002,"70","All",21
"7868","McL Ann",2002,"70","Exo",12
"7869","McL Ann",2002,"70","ExoAnns",12
"7870","McL Ann",2002,"70","ExoPers",0
"7871","McL Ann",2002,"70","Forbs",16
"7872","McL Ann",2002,"70","Grasses",5
"7873","McL Ann",2002,"70","Nat",9
"7874","McL Ann",2002,"70","NatAnns",6
"7875","McL Ann",2002,"70","NatPers",3
"7876","McL Ann",2002,"71","All",29
"7877","McL Ann",2002,"71","Exo",12
"7878","McL Ann",2002,"71","ExoAnns",12
"7879","McL Ann",2002,"71","ExoPers",0
"7880","McL Ann",2002,"71","Forbs",23
"7881","McL Ann",2002,"71","Grasses",6
"7882","McL Ann",2002,"71","Nat",17
"7883","McL Ann",2002,"71","NatAnns",15
"7884","McL Ann",2002,"71","NatPers",2
"7885","McL Ann",2002,"72","All",23
"7886","McL Ann",2002,"72","Exo",12
"7887","McL Ann",2002,"72","ExoAnns",12
"7888","McL Ann",2002,"72","ExoPers",0
"7889","McL Ann",2002,"72","Forbs",19
"7890","McL Ann",2002,"72","Grasses",4
"7891","McL Ann",2002,"72","Nat",11
"7892","McL Ann",2002,"72","NatAnns",9
"7893","McL Ann",2002,"72","NatPers",2
"7894","McL Ann",2002,"73","All",34
"7895","McL Ann",2002,"73","Exo",17
"7896","McL Ann",2002,"73","ExoAnns",16
"7897","McL Ann",2002,"73","ExoPers",1
"7898","McL Ann",2002,"73","Forbs",25
"7899","McL Ann",2002,"73","Grasses",9
"7900","McL Ann",2002,"73","Nat",17
"7901","McL Ann",2002,"73","NatAnns",12
"7902","McL Ann",2002,"73","NatPers",5
"7903","McL Ann",2002,"74","All",21
"7904","McL Ann",2002,"74","Exo",14
"7905","McL Ann",2002,"74","ExoAnns",14
"7906","McL Ann",2002,"74","ExoPers",0
"7907","McL Ann",2002,"74","Forbs",15
"7908","McL Ann",2002,"74","Grasses",6
"7909","McL Ann",2002,"74","Nat",7
"7910","McL Ann",2002,"74","NatAnns",6
"7911","McL Ann",2002,"74","NatPers",1
"7912","McL Ann",2002,"75","All",35
"7913","McL Ann",2002,"75","Exo",16
"7914","McL Ann",2002,"75","ExoAnns",16
"7915","McL Ann",2002,"75","ExoPers",0
"7916","McL Ann",2002,"75","Forbs",27
"7917","McL Ann",2002,"75","Grasses",8
"7918","McL Ann",2002,"75","Nat",19
"7919","McL Ann",2002,"75","NatAnns",19
"7920","McL Ann",2002,"75","NatPers",0
"7921","McL Ann",2002,"76","All",33
"7922","McL Ann",2002,"76","Exo",15
"7923","McL Ann",2002,"76","ExoAnns",15
"7924","McL Ann",2002,"76","ExoPers",0
"7925","McL Ann",2002,"76","Forbs",26
"7926","McL Ann",2002,"76","Grasses",7
"7927","McL Ann",2002,"76","Nat",18
"7928","McL Ann",2002,"76","NatAnns",13
"7929","McL Ann",2002,"76","NatPers",5
"7930","McL Ann",2002,"77","All",35
"7931","McL Ann",2002,"77","Exo",12
"7932","McL Ann",2002,"77","ExoAnns",12
"7933","McL Ann",2002,"77","ExoPers",0
"7934","McL Ann",2002,"77","Forbs",31
"7935","McL Ann",2002,"77","Grasses",4
"7936","McL Ann",2002,"77","Nat",23
"7937","McL Ann",2002,"77","NatAnns",15
"7938","McL Ann",2002,"77","NatPers",8
"7939","McL Ann",2002,"78","All",41
"7940","McL Ann",2002,"78","Exo",19
"7941","McL Ann",2002,"78","ExoAnns",19
"7942","McL Ann",2002,"78","ExoPers",0
"7943","McL Ann",2002,"78","Forbs",32
"7944","McL Ann",2002,"78","Grasses",9
"7945","McL Ann",2002,"78","Nat",22
"7946","McL Ann",2002,"78","NatAnns",20
"7947","McL Ann",2002,"78","NatPers",2
"7948","McL Ann",2002,"79","All",28
"7949","McL Ann",2002,"79","Exo",14
"7950","McL Ann",2002,"79","ExoAnns",14
"7951","McL Ann",2002,"79","ExoPers",0
"7952","McL Ann",2002,"79","Forbs",22
"7953","McL Ann",2002,"79","Grasses",6
"7954","McL Ann",2002,"79","Nat",14
"7955","McL Ann",2002,"79","NatAnns",13
"7956","McL Ann",2002,"79","NatPers",1
"7957","McL Ann",2002,"80","All",18
"7958","McL Ann",2002,"80","Exo",13
"7959","McL Ann",2002,"80","ExoAnns",13
"7960","McL Ann",2002,"80","ExoPers",0
"7961","McL Ann",2002,"80","Forbs",13
"7962","McL Ann",2002,"80","Grasses",5
"7963","McL Ann",2002,"80","Nat",5
"7964","McL Ann",2002,"80","NatAnns",5
"7965","McL Ann",2002,"80","NatPers",0
"7966","McL Ann",2003,"17","All",14
"7967","McL Ann",2003,"17","Exo",6
"7968","McL Ann",2003,"17","ExoAnns",6
"7969","McL Ann",2003,"17","ExoPers",0
"7970","McL Ann",2003,"17","Forbs",10
"7971","McL Ann",2003,"17","Grasses",4
"7972","McL Ann",2003,"17","Nat",8
"7973","McL Ann",2003,"17","NatAnns",6
"7974","McL Ann",2003,"17","NatPers",2
"7975","McL Ann",2003,"25","All",30
"7976","McL Ann",2003,"25","Exo",11
"7977","McL Ann",2003,"25","ExoAnns",11
"7978","McL Ann",2003,"25","ExoPers",0
"7979","McL Ann",2003,"25","Forbs",24
"7980","McL Ann",2003,"25","Grasses",6
"7981","McL Ann",2003,"25","Nat",19
"7982","McL Ann",2003,"25","NatAnns",14
"7983","McL Ann",2003,"25","NatPers",5
"7984","McL Ann",2003,"34","All",14
"7985","McL Ann",2003,"34","Exo",9
"7986","McL Ann",2003,"34","ExoAnns",9
"7987","McL Ann",2003,"34","ExoPers",0
"7988","McL Ann",2003,"34","Forbs",10
"7989","McL Ann",2003,"34","Grasses",4
"7990","McL Ann",2003,"34","Nat",5
"7991","McL Ann",2003,"34","NatAnns",4
"7992","McL Ann",2003,"34","NatPers",1
"7993","McL Ann",2003,"35","All",16
"7994","McL Ann",2003,"35","Exo",11
"7995","McL Ann",2003,"35","ExoAnns",11
"7996","McL Ann",2003,"35","ExoPers",0
"7997","McL Ann",2003,"35","Forbs",11
"7998","McL Ann",2003,"35","Grasses",5
"7999","McL Ann",2003,"35","Nat",5
"8000","McL Ann",2003,"35","NatAnns",4
"8001","McL Ann",2003,"35","NatPers",1
"8002","McL Ann",2003,"36","All",16
"8003","McL Ann",2003,"36","Exo",10
"8004","McL Ann",2003,"36","ExoAnns",10
"8005","McL Ann",2003,"36","ExoPers",0
"8006","McL Ann",2003,"36","Forbs",11
"8007","McL Ann",2003,"36","Grasses",5
"8008","McL Ann",2003,"36","Nat",6
"8009","McL Ann",2003,"36","NatAnns",6
"8010","McL Ann",2003,"36","NatPers",0
"8011","McL Ann",2003,"37","All",14
"8012","McL Ann",2003,"37","Exo",10
"8013","McL Ann",2003,"37","ExoAnns",10
"8014","McL Ann",2003,"37","ExoPers",0
"8015","McL Ann",2003,"37","Forbs",10
"8016","McL Ann",2003,"37","Grasses",4
"8017","McL Ann",2003,"37","Nat",4
"8018","McL Ann",2003,"37","NatAnns",3
"8019","McL Ann",2003,"37","NatPers",1
"8020","McL Ann",2003,"38","All",31
"8021","McL Ann",2003,"38","Exo",13
"8022","McL Ann",2003,"38","ExoAnns",13
"8023","McL Ann",2003,"38","ExoPers",0
"8024","McL Ann",2003,"38","Forbs",28
"8025","McL Ann",2003,"38","Grasses",3
"8026","McL Ann",2003,"38","Nat",18
"8027","McL Ann",2003,"38","NatAnns",18
"8028","McL Ann",2003,"38","NatPers",0
"8029","McL Ann",2003,"39","All",24
"8030","McL Ann",2003,"39","Exo",8
"8031","McL Ann",2003,"39","ExoAnns",8
"8032","McL Ann",2003,"39","ExoPers",0
"8033","McL Ann",2003,"39","Forbs",20
"8034","McL Ann",2003,"39","Grasses",4
"8035","McL Ann",2003,"39","Nat",16
"8036","McL Ann",2003,"39","NatAnns",15
"8037","McL Ann",2003,"39","NatPers",1
"8038","McL Ann",2003,"40","All",30
"8039","McL Ann",2003,"40","Exo",13
"8040","McL Ann",2003,"40","ExoAnns",13
"8041","McL Ann",2003,"40","ExoPers",0
"8042","McL Ann",2003,"40","Forbs",25
"8043","McL Ann",2003,"40","Grasses",5
"8044","McL Ann",2003,"40","Nat",17
"8045","McL Ann",2003,"40","NatAnns",16
"8046","McL Ann",2003,"40","NatPers",1
"8047","McL Ann",2003,"41","All",24
"8048","McL Ann",2003,"41","Exo",12
"8049","McL Ann",2003,"41","ExoAnns",12
"8050","McL Ann",2003,"41","ExoPers",0
"8051","McL Ann",2003,"41","Forbs",21
"8052","McL Ann",2003,"41","Grasses",3
"8053","McL Ann",2003,"41","Nat",12
"8054","McL Ann",2003,"41","NatAnns",12
"8055","McL Ann",2003,"41","NatPers",0
"8056","McL Ann",2003,"42","All",40
"8057","McL Ann",2003,"42","Exo",14
"8058","McL Ann",2003,"42","ExoAnns",14
"8059","McL Ann",2003,"42","ExoPers",0
"8060","McL Ann",2003,"42","Forbs",32
"8061","McL Ann",2003,"42","Grasses",8
"8062","McL Ann",2003,"42","Nat",26
"8063","McL Ann",2003,"42","NatAnns",22
"8064","McL Ann",2003,"42","NatPers",4
"8065","McL Ann",2003,"43","All",21
"8066","McL Ann",2003,"43","Exo",9
"8067","McL Ann",2003,"43","ExoAnns",9
"8068","McL Ann",2003,"43","ExoPers",0
"8069","McL Ann",2003,"43","Forbs",16
"8070","McL Ann",2003,"43","Grasses",5
"8071","McL Ann",2003,"43","Nat",12
"8072","McL Ann",2003,"43","NatAnns",9
"8073","McL Ann",2003,"43","NatPers",3
"8074","McL Ann",2003,"50","All",33
"8075","McL Ann",2003,"50","Exo",17
"8076","McL Ann",2003,"50","ExoAnns",16
"8077","McL Ann",2003,"50","ExoPers",1
"8078","McL Ann",2003,"50","Forbs",29
"8079","McL Ann",2003,"50","Grasses",4
"8080","McL Ann",2003,"50","Nat",16
"8081","McL Ann",2003,"50","NatAnns",12
"8082","McL Ann",2003,"50","NatPers",4
"8083","McL Ann",2003,"51","All",42
"8084","McL Ann",2003,"51","Exo",19
"8085","McL Ann",2003,"51","ExoAnns",19
"8086","McL Ann",2003,"51","ExoPers",0
"8087","McL Ann",2003,"51","Forbs",34
"8088","McL Ann",2003,"51","Grasses",8
"8089","McL Ann",2003,"51","Nat",23
"8090","McL Ann",2003,"51","NatAnns",19
"8091","McL Ann",2003,"51","NatPers",4
"8092","McL Ann",2003,"52","All",41
"8093","McL Ann",2003,"52","Exo",16
"8094","McL Ann",2003,"52","ExoAnns",16
"8095","McL Ann",2003,"52","ExoPers",0
"8096","McL Ann",2003,"52","Forbs",36
"8097","McL Ann",2003,"52","Grasses",5
"8098","McL Ann",2003,"52","Nat",25
"8099","McL Ann",2003,"52","NatAnns",21
"8100","McL Ann",2003,"52","NatPers",4
"8101","McL Ann",2003,"53","All",31
"8102","McL Ann",2003,"53","Exo",14
"8103","McL Ann",2003,"53","ExoAnns",14
"8104","McL Ann",2003,"53","ExoPers",0
"8105","McL Ann",2003,"53","Forbs",26
"8106","McL Ann",2003,"53","Grasses",5
"8107","McL Ann",2003,"53","Nat",17
"8108","McL Ann",2003,"53","NatAnns",8
"8109","McL Ann",2003,"53","NatPers",9
"8110","McL Ann",2003,"54","All",39
"8111","McL Ann",2003,"54","Exo",17
"8112","McL Ann",2003,"54","ExoAnns",17
"8113","McL Ann",2003,"54","ExoPers",0
"8114","McL Ann",2003,"54","Forbs",31
"8115","McL Ann",2003,"54","Grasses",8
"8116","McL Ann",2003,"54","Nat",22
"8117","McL Ann",2003,"54","NatAnns",15
"8118","McL Ann",2003,"54","NatPers",7
"8119","McL Ann",2003,"56","All",34
"8120","McL Ann",2003,"56","Exo",15
"8121","McL Ann",2003,"56","ExoAnns",15
"8122","McL Ann",2003,"56","ExoPers",0
"8123","McL Ann",2003,"56","Forbs",29
"8124","McL Ann",2003,"56","Grasses",5
"8125","McL Ann",2003,"56","Nat",19
"8126","McL Ann",2003,"56","NatAnns",16
"8127","McL Ann",2003,"56","NatPers",3
"8128","McL Ann",2003,"57","All",27
"8129","McL Ann",2003,"57","Exo",11
"8130","McL Ann",2003,"57","ExoAnns",11
"8131","McL Ann",2003,"57","ExoPers",0
"8132","McL Ann",2003,"57","Forbs",21
"8133","McL Ann",2003,"57","Grasses",6
"8134","McL Ann",2003,"57","Nat",16
"8135","McL Ann",2003,"57","NatAnns",13
"8136","McL Ann",2003,"57","NatPers",3
"8137","McL Ann",2003,"58","All",23
"8138","McL Ann",2003,"58","Exo",11
"8139","McL Ann",2003,"58","ExoAnns",11
"8140","McL Ann",2003,"58","ExoPers",0
"8141","McL Ann",2003,"58","Forbs",19
"8142","McL Ann",2003,"58","Grasses",4
"8143","McL Ann",2003,"58","Nat",12
"8144","McL Ann",2003,"58","NatAnns",7
"8145","McL Ann",2003,"58","NatPers",5
"8146","McL Ann",2003,"59","All",43
"8147","McL Ann",2003,"59","Exo",18
"8148","McL Ann",2003,"59","ExoAnns",18
"8149","McL Ann",2003,"59","ExoPers",0
"8150","McL Ann",2003,"59","Forbs",36
"8151","McL Ann",2003,"59","Grasses",7
"8152","McL Ann",2003,"59","Nat",25
"8153","McL Ann",2003,"59","NatAnns",19
"8154","McL Ann",2003,"59","NatPers",6
"8155","McL Ann",2003,"60","All",31
"8156","McL Ann",2003,"60","Exo",14
"8157","McL Ann",2003,"60","ExoAnns",14
"8158","McL Ann",2003,"60","ExoPers",0
"8159","McL Ann",2003,"60","Forbs",25
"8160","McL Ann",2003,"60","Grasses",6
"8161","McL Ann",2003,"60","Nat",17
"8162","McL Ann",2003,"60","NatAnns",11
"8163","McL Ann",2003,"60","NatPers",6
"8164","McL Ann",2003,"61","All",27
"8165","McL Ann",2003,"61","Exo",13
"8166","McL Ann",2003,"61","ExoAnns",13
"8167","McL Ann",2003,"61","ExoPers",0
"8168","McL Ann",2003,"61","Forbs",21
"8169","McL Ann",2003,"61","Grasses",6
"8170","McL Ann",2003,"61","Nat",14
"8171","McL Ann",2003,"61","NatAnns",10
"8172","McL Ann",2003,"61","NatPers",4
"8173","McL Ann",2003,"62","All",22
"8174","McL Ann",2003,"62","Exo",14
"8175","McL Ann",2003,"62","ExoAnns",14
"8176","McL Ann",2003,"62","ExoPers",0
"8177","McL Ann",2003,"62","Forbs",15
"8178","McL Ann",2003,"62","Grasses",7
"8179","McL Ann",2003,"62","Nat",8
"8180","McL Ann",2003,"62","NatAnns",6
"8181","McL Ann",2003,"62","NatPers",2
"8182","McL Ann",2003,"63","All",36
"8183","McL Ann",2003,"63","Exo",14
"8184","McL Ann",2003,"63","ExoAnns",14
"8185","McL Ann",2003,"63","ExoPers",0
"8186","McL Ann",2003,"63","Forbs",29
"8187","McL Ann",2003,"63","Grasses",7
"8188","McL Ann",2003,"63","Nat",22
"8189","McL Ann",2003,"63","NatAnns",16
"8190","McL Ann",2003,"63","NatPers",6
"8191","McL Ann",2003,"64","All",29
"8192","McL Ann",2003,"64","Exo",16
"8193","McL Ann",2003,"64","ExoAnns",16
"8194","McL Ann",2003,"64","ExoPers",0
"8195","McL Ann",2003,"64","Forbs",24
"8196","McL Ann",2003,"64","Grasses",5
"8197","McL Ann",2003,"64","Nat",13
"8198","McL Ann",2003,"64","NatAnns",10
"8199","McL Ann",2003,"64","NatPers",3
"8200","McL Ann",2003,"65","All",18
